subset,cost_regime,horizon_ms,attempts,filled_attempts,net_bps_mean,net_bps_median,net_bps_p05,net_bps_p95,share_positive,exit_cost_bps_mean,ev_per_filled_share_bps,ev_per_attempt_usd,ev_per_attempt_bps,rebate_sensitivity_ev_per_attempt_usd,rebate_sensitivity_ev_per_attempt_bps
primary,structural_floor,1000,737768,31737,-1.7252186994774479,-1.2128862127966915,-4.9303236088398945,-0.14300695967203736,0.04630541871921182,0.567572113706265,-0.05781972196227185,-0.0018207026861676446,-0.0025865427529235554,0.005220588885166433,0.007416519154669475
primary,accessible_fixed,1000,737768,31737,-2.6627431485049238,-1.9751135690302193,-6.43682501473538,-0.4766898655734579,0.030541871921182268,1.505096562733741,-0.08787273809047363,-0.002641732754371236,-0.0037529217498779186,0.0043995588169628425,0.006250140157715112
primary,accessible_tiered,1000,737768,31737,-2.2829457766675,-1.7225096546481318,-5.730175849708087,-0.3196486795690724,0.04532019704433497,1.1252991908963172,-0.07567077727086627,-0.0023305000163336294,-0.0033107755449210906,0.004710791555000449,0.006692286362671941
all,structural_floor,1000,2458422,90796,-2.9116642426145676,-1.5391496650207475,-10.671291633260887,-0.07143063757563456,0.043235704323570434,0.4546092728164909,-0.09805091802424344,-0.005057151535444107,-0.0025668610206148685,0.0007674796304013012,0.00038955003297523377
all,accessible_fixed,1000,2458422,90796,-3.5942736678924843,-2.142672233275597,-11.985857409139804,-0.08131734092295181,0.03138075313807531,1.1372186980944081,-0.12010827704844464,-0.005652819463808359,-0.0028692044991189855,0.00017181170203704917,8.720655447111665e-05
all,accessible_tiered,1000,2458422,90796,-3.333070866161733,-1.9680006027412649,-11.40099937134045,-0.15966152300693315,0.0397489539748954,0.8760158963636565,-0.11160085093678769,-0.005489448773908588,-0.0027862823535444304,0.00033518239193681965,0.00017012870004567152
