attempts,attempts_skipped_no_quote,attempts_skipped_zero_imbalance,fill_events,attempts_with_fill,attempts_no_fill,attempts_complete,attempts_partial_only,ttl_expired,session_end_open,orphan_executes,orphan_cancels,orphan_deletes,orphan_replaces,duplicate_add_refs,level_aggregate_mismatches,priority_anomalies,priority_anomaly_shares,hidden_flow_shares,executed_shares_at_level,exits_resolved,exits_unavailable,exit_lag_mean_ns,exit_lag_max_ns,halts,cross_messages,frames_verified
2458422,0,232578,131726,0,2367626,74245,16551,2367626,0,0,0,0,0,0,0,0,0,174744,12076128,635483,89,210616.28010033313,9559607,115,230,282229684
