horizon_ms,observations,oracle_net_floor_bps_per_observation,oracle_trade_coverage,oracle_net_floor_bps_per_trade,oracle_gross_bps_per_trade,oracle_net_accessible_fixed_bps_per_observation,oracle_net_accessible_fixed_bps_per_trade,oracle_net_accessible_tiered_bps_per_observation,oracle_net_accessible_tiered_bps_per_trade
100,772200,0.0006645700742182618,0.0009971509971509972,0.6664688458588852,1.656376465318864,0.00014678954423649922,0.14720894293431777,0.0002567430712545884,0.2574766228867444
250,772200,0.001826584951060273,0.0025433825433825432,0.7181715372753272,1.7023242568033614,0.00048651811999217247,0.19128782701525238,0.0007809530376217678,0.30705292039283566
500,772200,0.004066858977045225,0.005330225330225331,0.762980685635161,1.7505824629250157,0.001086878592550683,0.20390856393771564,0.0017769723748777867,0.3333765956950016
1000,772200,0.009663355713125078,0.011762496762496763,0.8215395003495747,1.8243814231714026,0.0025739643871065193,0.21882806338474672,0.004290186420469824,0.36473433379795206
2000,772167,0.02411693543654083,0.025942574598500065,0.9296276799734137,1.941345305670715,0.007285292900815631,0.28082382005511697,0.011572204142427076,0.44606999580897994
5000,772068,0.07925812143282614,0.06994073060922094,1.1332183799403548,2.1694235443349523,0.027642766516867874,0.39523130908248566,0.041763336375511544,0.5971246798786728
10000,771903,0.1918233221031542,0.13749266423371848,1.3951531390582488,2.465338204186205,0.07553867321416056,0.5494014799637258,0.10947154223293411,0.7961991488276614
15000,771738,0.31755179071869616,0.19512062383866027,1.6274639987891324,2.720797180394726,0.1368214560422782,0.7012147324590966,0.19178475324003738,0.9829035468778471
