locate,symbol,reason
3187,FXN,NOT_NASDAQ_LISTED
3188,FXNC,FIRST_ADD_PRICE_BELOW_FLOOR
3189,FXO,NOT_NASDAQ_LISTED
3190,FXP,NOT_NASDAQ_LISTED
3191,FXR,NOT_NASDAQ_LISTED
3192,FXS,NOT_NASDAQ_LISTED
3193,FXSG,NOT_NASDAQ_LISTED
3194,FXU,NOT_NASDAQ_LISTED
3195,FXY,NOT_NASDAQ_LISTED
3196,FXZ,NOT_NASDAQ_LISTED
3197,FYC,NOT_COMMON_STOCK
3198,FYLD,NOT_NASDAQ_LISTED
3199,FYT,NOT_COMMON_STOCK
3200,FYX,NOT_COMMON_STOCK
3201,G,NOT_NASDAQ_LISTED
3202,GAA,NOT_NASDAQ_LISTED
3203,GAB,NOT_NASDAQ_LISTED
3204,GAB-D,NOT_NASDAQ_LISTED
3205,GAB-G,NOT_NASDAQ_LISTED
3206,GAB-H,NOT_NASDAQ_LISTED
3207,GAB-J,NOT_NASDAQ_LISTED
3211,GAINL,NOT_COMMON_STOCK
3212,GAINM,NOT_COMMON_STOCK
3213,GAL,NOT_NASDAQ_LISTED
3215,GAM,NOT_NASDAQ_LISTED
3216,GAM-B,NOT_NASDAQ_LISTED
3217,GAMR,NOT_NASDAQ_LISTED
3218,GARD,NOT_NASDAQ_LISTED
3219,GARS,FIRST_ADD_PRICE_BELOW_FLOOR
3220,GASL,NOT_NASDAQ_LISTED
3222,GASX,NOT_NASDAQ_LISTED
3223,GATX,NOT_NASDAQ_LISTED
3224,GAZ,NOT_NASDAQ_LISTED
3225,GBAB,NOT_NASDAQ_LISTED
3228,GBF,NOT_NASDAQ_LISTED
3229,GBIL,NOT_NASDAQ_LISTED
3230,GBL,NOT_NASDAQ_LISTED
3231,GBLI,FIRST_ADD_PRICE_BELOW_FLOOR
3232,GBLIL,NOT_COMMON_STOCK
3233,GBLIZ,NOT_COMMON_STOCK
3234,GBR,NOT_NASDAQ_LISTED
3236,GBUY,NOT_NASDAQ_LISTED
3237,GBX,NOT_NASDAQ_LISTED
3238,GCAP,NOT_NASDAQ_LISTED
3239,GCBC,FIRST_ADD_PRICE_BELOW_FLOOR
3240,GCC,NOT_NASDAQ_LISTED
3241,GCE,NOT_NASDAQ_LISTED
3242,GCI,NOT_NASDAQ_LISTED
3243,GCO,NOT_NASDAQ_LISTED
3244,GCOW,NOT_NASDAQ_LISTED
3245,GCP,NOT_NASDAQ_LISTED
3246,GCV,NOT_NASDAQ_LISTED
3247,GCV-B,NOT_NASDAQ_LISTED
3248,GCVRZ,NOT_COMMON_STOCK
3249,GD,NOT_NASDAQ_LISTED
3250,GDAT,NOT_NASDAQ_LISTED
3251,GDDY,NOT_NASDAQ_LISTED
3253,GDG,NOT_NASDAQ_LISTED
3254,GDI,NOT_NASDAQ_LISTED
3255,GDL,NOT_NASDAQ_LISTED
3256,GDL-C,NOT_NASDAQ_LISTED
3257,GDMA,NOT_NASDAQ_LISTED
3258,GDNA,NOT_NASDAQ_LISTED
3259,GDO,NOT_NASDAQ_LISTED
3260,GDOT,NOT_NASDAQ_LISTED
3261,GDP,NOT_NASDAQ_LISTED
3262,GDS,NOT_COMMON_STOCK
3263,GDV,NOT_NASDAQ_LISTED
3264,GDV-A,NOT_NASDAQ_LISTED
3265,GDV-D,NOT_NASDAQ_LISTED
3266,GDV-G,NOT_NASDAQ_LISTED
3267,GDV-H,NOT_NASDAQ_LISTED
3268,GDVD,NOT_NASDAQ_LISTED
3269,GDX,NOT_NASDAQ_LISTED
3270,GDXJ,NOT_NASDAQ_LISTED
3271,GDXS,NOT_NASDAQ_LISTED
3272,GDXX,NOT_NASDAQ_LISTED
3273,GE,NOT_NASDAQ_LISTED
3274,GEC,FIRST_ADD_PRICE_BELOW_FLOOR
3276,GECCL,NOT_COMMON_STOCK
3277,GECCM,NOT_COMMON_STOCK
3278,GECCN,NOT_COMMON_STOCK
3279,GEF,NOT_NASDAQ_LISTED
3280,GEF.B,NOT_NASDAQ_LISTED
3281,GEL,NOT_NASDAQ_LISTED
3282,GEM,NOT_NASDAQ_LISTED
3283,GEMP,FIRST_ADD_PRICE_BELOW_FLOOR
3284,GEN,NOT_NASDAQ_LISTED
3285,GENC,FIRST_ADD_PRICE_BELOW_FLOOR
3286,GENE,NOT_COMMON_STOCK
3287,GENY,NOT_COMMON_STOCK
3288,GEO,NOT_NASDAQ_LISTED
3289,GEOS,FIRST_ADD_PRICE_BELOW_FLOOR
3290,GER,NOT_NASDAQ_LISTED
3292,GES,NOT_NASDAQ_LISTED
3294,GF,NOT_NASDAQ_LISTED
3295,GFED,FIRST_ADD_PRICE_BELOW_FLOOR
3296,GFF,NOT_NASDAQ_LISTED
3297,GFI,NOT_NASDAQ_LISTED
3298,GFIN,NOT_NASDAQ_LISTED
3300,GFNCP,NOT_COMMON_STOCK
3301,GFNSL,NOT_COMMON_STOCK
3302,GFY,NOT_NASDAQ_LISTED
3303,GGAL,NOT_COMMON_STOCK
3304,GGB,NOT_NASDAQ_LISTED
3305,GGG,NOT_NASDAQ_LISTED
3306,GGM,NOT_NASDAQ_LISTED
3307,GGN,NOT_NASDAQ_LISTED
3308,GGN-B,NOT_NASDAQ_LISTED
3309,GGO,NOT_NASDAQ_LISTED
3310,GGO-A,NOT_NASDAQ_LISTED
3311,GGT,NOT_NASDAQ_LISTED
3312,GGT-B,NOT_NASDAQ_LISTED
3313,GGT-E,NOT_NASDAQ_LISTED
3314,GGZ,NOT_NASDAQ_LISTED
3315,GGZ-A,NOT_NASDAQ_LISTED
3317,GHC,NOT_NASDAQ_LISTED
3319,GHG,NOT_NASDAQ_LISTED
3320,GHII,NOT_NASDAQ_LISTED
3321,GHL,NOT_NASDAQ_LISTED
3322,GHM,NOT_NASDAQ_LISTED
3324,GHY,NOT_NASDAQ_LISTED
3325,GHYB,NOT_NASDAQ_LISTED
3326,GHYG,NOT_NASDAQ_LISTED
3327,GIB,NOT_NASDAQ_LISTED
3328,GIFI,FIRST_ADD_PRICE_BELOW_FLOOR
3329,GIG,NOT_NASDAQ_LISTED
3330,GIG+,NOT_NASDAQ_LISTED
3331,GIG=,NOT_NASDAQ_LISTED
3332,GIG^,NOT_NASDAQ_LISTED
3333,GIGB,NOT_NASDAQ_LISTED
3334,GIGE,NOT_COMMON_STOCK
3335,GIGM,NOT_COMMON_STOCK
3336,GII,NOT_NASDAQ_LISTED
3338,GIL,NOT_NASDAQ_LISTED
3340,GILT,NOT_COMMON_STOCK
3341,GIM,NOT_NASDAQ_LISTED
3342,GIS,NOT_NASDAQ_LISTED
3343,GIX,NOT_NASDAQ_LISTED
3344,GIX+,NOT_NASDAQ_LISTED
3345,GIX=,NOT_NASDAQ_LISTED
3346,GIX^,NOT_NASDAQ_LISTED
3347,GJH,NOT_NASDAQ_LISTED
3348,GJO,NOT_NASDAQ_LISTED
3349,GJP,NOT_NASDAQ_LISTED
3350,GJR,NOT_NASDAQ_LISTED
3351,GJS,NOT_NASDAQ_LISTED
3352,GJT,NOT_NASDAQ_LISTED
3353,GJV,NOT_NASDAQ_LISTED
3354,GKOS,NOT_NASDAQ_LISTED
3355,GLAC,NOT_COMMON_STOCK
3356,GLACR,NOT_COMMON_STOCK
3357,GLACU,NOT_COMMON_STOCK
3358,GLACW,NOT_COMMON_STOCK
3360,GLADD,NOT_COMMON_STOCK
3361,GLADN,NOT_COMMON_STOCK
3363,GLBY,NOT_NASDAQ_LISTED
3364,GLBZ,FIRST_ADD_PRICE_BELOW_FLOOR
3365,GLD,NOT_NASDAQ_LISTED
3366,GLDD,FIRST_ADD_PRICE_BELOW_FLOOR
3367,GLDI,NOT_COMMON_STOCK
3368,GLDM,NOT_NASDAQ_LISTED
3369,GLDW,NOT_NASDAQ_LISTED
3370,GLG,FIRST_ADD_PRICE_BELOW_FLOOR
3371,GLIBA,FIRST_ADD_PRICE_BELOW_FLOOR
3372,GLIBP,NOT_COMMON_STOCK
3373,GLIF,NOT_NASDAQ_LISTED
3374,GLL,NOT_NASDAQ_LISTED
3375,GLMD,NOT_COMMON_STOCK
3377,GLO,NOT_NASDAQ_LISTED
3378,GLOB,NOT_NASDAQ_LISTED
3379,GLOG,NOT_NASDAQ_LISTED
3380,GLOG-A,NOT_NASDAQ_LISTED
3381,GLOP,NOT_NASDAQ_LISTED
3382,GLOP-A,NOT_NASDAQ_LISTED
3383,GLOP-B,NOT_NASDAQ_LISTED
3384,GLOP-C,NOT_NASDAQ_LISTED
3385,GLOW,NOT_NASDAQ_LISTED
3386,GLP,NOT_NASDAQ_LISTED
3387,GLP-A,NOT_NASDAQ_LISTED
3388,GLPG,NOT_COMMON_STOCK
3390,GLQ,NOT_NASDAQ_LISTED
3391,GLQ^,NOT_NASDAQ_LISTED
3392,GLRE,NOT_COMMON_STOCK
3393,GLT,NOT_NASDAQ_LISTED
3394,GLTR,NOT_NASDAQ_LISTED
3395,GLU,NOT_NASDAQ_LISTED
3396,GLU-A,NOT_NASDAQ_LISTED
3397,GLU-B,NOT_NASDAQ_LISTED
3399,GLV,NOT_NASDAQ_LISTED
3400,GLV^,NOT_NASDAQ_LISTED
3401,GLW,NOT_NASDAQ_LISTED
3403,GM,NOT_NASDAQ_LISTED
3404,GMAB,NOT_COMMON_STOCK
3405,GMAN,NOT_NASDAQ_LISTED
3406,GMDA,NOT_COMMON_STOCK
3407,GME,NOT_NASDAQ_LISTED
3408,GMED,NOT_NASDAQ_LISTED
3409,GMF,NOT_NASDAQ_LISTED
3411,GMHIU,NOT_COMMON_STOCK
3412,GMHIW,NOT_COMMON_STOCK
3413,GMLP,NOT_COMMON_STOCK
3414,GMLPP,NOT_COMMON_STOCK
3415,GMO,NOT_NASDAQ_LISTED
3416,GMOM,NOT_NASDAQ_LISTED
3417,GMRE,NOT_NASDAQ_LISTED
3418,GMRE-A,NOT_NASDAQ_LISTED
3419,GMS,NOT_NASDAQ_LISTED
3420,GMTA,NOT_NASDAQ_LISTED
3421,GMZ,NOT_NASDAQ_LISTED
3422,GNAF,NOT_NASDAQ_LISTED
3423,GNC,NOT_NASDAQ_LISTED
3425,GNE,NOT_NASDAQ_LISTED
3426,GNE-A,NOT_NASDAQ_LISTED
3427,GNFT,NOT_COMMON_STOCK
3428,GNK,NOT_NASDAQ_LISTED
3429,GNL,NOT_NASDAQ_LISTED
3430,GNL-A,NOT_NASDAQ_LISTED
3432,GNMA,NOT_COMMON_STOCK
3434,GNMX,FIRST_ADD_PRICE_BELOW_FLOOR
3435,GNOM,NOT_COMMON_STOCK
3437,GNR,NOT_NASDAQ_LISTED
3438,GNRC,NOT_NASDAQ_LISTED
3439,GNT,NOT_NASDAQ_LISTED
3440,GNT-A,NOT_NASDAQ_LISTED
3443,GNUS,FIRST_ADD_PRICE_BELOW_FLOOR
3444,GNW,NOT_NASDAQ_LISTED
3446,GOAT,NOT_NASDAQ_LISTED
3447,GOAU,NOT_NASDAQ_LISTED
3448,GOEX,NOT_NASDAQ_LISTED
3449,GOF,NOT_NASDAQ_LISTED
3452,GOL,NOT_NASDAQ_LISTED
3453,GOLD,NOT_NASDAQ_LISTED
3454,GOLF,NOT_NASDAQ_LISTED
3455,GOOD,FIRST_ADD_PRICE_BELOW_FLOOR
3456,GOODM,NOT_COMMON_STOCK
3457,GOODO,NOT_COMMON_STOCK
3458,GOODP,NOT_COMMON_STOCK
3461,GOOS,NOT_NASDAQ_LISTED
3462,GORO,NOT_NASDAQ_LISTED
3464,GOVT,NOT_NASDAQ_LISTED
3466,GPAQU,NOT_COMMON_STOCK
3467,GPAQW,NOT_COMMON_STOCK
3468,GPC,NOT_NASDAQ_LISTED
3469,GPI,NOT_NASDAQ_LISTED
3470,GPJA,NOT_NASDAQ_LISTED
3471,GPK,NOT_NASDAQ_LISTED
3472,GPL,NOT_NASDAQ_LISTED
3473,GPM,NOT_NASDAQ_LISTED
3474,GPMT,NOT_NASDAQ_LISTED
3475,GPN,NOT_NASDAQ_LISTED
3477,GPP,NOT_COMMON_STOCK
3479,GPRK,NOT_NASDAQ_LISTED
3480,GPRO,FIRST_ADD_PRICE_BELOW_FLOOR
3481,GPS,NOT_NASDAQ_LISTED
3482,GPX,NOT_NASDAQ_LISTED
3483,GQRE,NOT_NASDAQ_LISTED
3484,GRA,NOT_NASDAQ_LISTED
3485,GRAF,NOT_NASDAQ_LISTED
3486,GRAF+,NOT_NASDAQ_LISTED
3487,GRAF=,NOT_NASDAQ_LISTED
3488,GRAM,NOT_NASDAQ_LISTED
3489,GRBK,FIRST_ADD_PRICE_BELOW_FLOOR
3490,GRC,NOT_NASDAQ_LISTED
3491,GREK,NOT_NASDAQ_LISTED
3492,GRES,NOT_NASDAQ_LISTED
3493,GRF,NOT_NASDAQ_LISTED
3494,GRFS,NOT_COMMON_STOCK
3495,GRI,NOT_NASDAQ_LISTED
3496,GRID,NOT_COMMON_STOCK
3500,GRNB,NOT_NASDAQ_LISTED
3503,GRP=,NOT_NASDAQ_LISTED
3506,GRSHU,NOT_COMMON_STOCK
3507,GRSHW,NOT_COMMON_STOCK
3509,GRU,NOT_NASDAQ_LISTED
3510,GRUB,NOT_NASDAQ_LISTED
3511,GRVY,NOT_COMMON_STOCK
3512,GRX,NOT_NASDAQ_LISTED
3513,GRX-A,NOT_NASDAQ_LISTED
3514,GRX-B,NOT_NASDAQ_LISTED
3515,GS,NOT_NASDAQ_LISTED
3516,GS-A,NOT_NASDAQ_LISTED
3517,GS-B*,NOT_NASDAQ_LISTED
3518,GS-C,NOT_NASDAQ_LISTED
3519,GS-D,NOT_NASDAQ_LISTED
3520,GS-J,NOT_NASDAQ_LISTED
3521,GS-K,NOT_NASDAQ_LISTED
3522,GS-N,NOT_NASDAQ_LISTED
3523,GSAH,NOT_NASDAQ_LISTED
3524,GSAH+,NOT_NASDAQ_LISTED
3525,GSAH=,NOT_NASDAQ_LISTED
3526,GSAT,NOT_NASDAQ_LISTED
3527,GSB,NOT_NASDAQ_LISTED
3529,GSBD,NOT_NASDAQ_LISTED
3530,GSC,NOT_NASDAQ_LISTED
3531,GSEU,NOT_NASDAQ_LISTED
3532,GSEW,NOT_NASDAQ_LISTED
3533,GSG,NOT_NASDAQ_LISTED
3534,GSH,NOT_NASDAQ_LISTED
3535,GSHD,FIRST_ADD_PRICE_BELOW_FLOOR
3536,GSIE,NOT_NASDAQ_LISTED
3537,GSIT,FIRST_ADD_PRICE_BELOW_FLOOR
3538,GSJY,NOT_NASDAQ_LISTED
3539,GSK,NOT_NASDAQ_LISTED
3541,GSL,NOT_NASDAQ_LISTED
3542,GSL-B,NOT_NASDAQ_LISTED
3543,GSLC,NOT_NASDAQ_LISTED
3544,GSM,NOT_COMMON_STOCK
3545,GSP,NOT_NASDAQ_LISTED
3546,GSS,NOT_NASDAQ_LISTED
3547,GSSC,NOT_NASDAQ_LISTED
3548,GSST,NOT_NASDAQ_LISTED
3549,GSUM,NOT_COMMON_STOCK
3550,GSV,NOT_NASDAQ_LISTED
3552,GSX,NOT_NASDAQ_LISTED
3553,GSY,NOT_NASDAQ_LISTED
3555,GTE,NOT_NASDAQ_LISTED
3556,GTES,NOT_NASDAQ_LISTED
3559,GTIP,NOT_NASDAQ_LISTED
3561,GTN,NOT_NASDAQ_LISTED
3562,GTN.A,NOT_NASDAQ_LISTED
3563,GTO,NOT_NASDAQ_LISTED
3564,GTS,NOT_NASDAQ_LISTED
3565,GTT,NOT_NASDAQ_LISTED
3566,GTX,NOT_NASDAQ_LISTED
3567,GTY,NOT_NASDAQ_LISTED
3569,GUDB,NOT_NASDAQ_LISTED
3570,GULF,NOT_COMMON_STOCK
3571,GUNR,NOT_NASDAQ_LISTED
3572,GURE,FIRST_ADD_PRICE_BELOW_FLOOR
3573,GURU,NOT_NASDAQ_LISTED
3574,GUSH,NOT_NASDAQ_LISTED
3575,GUT,NOT_NASDAQ_LISTED
3576,GUT-A,NOT_NASDAQ_LISTED
3577,GUT-C,NOT_NASDAQ_LISTED
3578,GV,NOT_NASDAQ_LISTED
3579,GVA,NOT_NASDAQ_LISTED
3580,GVAL,NOT_NASDAQ_LISTED
3581,GVI,NOT_NASDAQ_LISTED
3582,GVIP,NOT_NASDAQ_LISTED
3584,GWB,NOT_NASDAQ_LISTED
3586,GWPH,NOT_COMMON_STOCK
3587,GWR,NOT_NASDAQ_LISTED
3588,GWRE,NOT_NASDAQ_LISTED
3589,GWRS,FIRST_ADD_PRICE_BELOW_FLOOR
3590,GWW,NOT_NASDAQ_LISTED
3591,GWX,NOT_NASDAQ_LISTED
3592,GXC,NOT_NASDAQ_LISTED
3593,GXF,NOT_NASDAQ_LISTED
3594,GXG,NOT_NASDAQ_LISTED
3595,GXGX,FIRST_ADD_PRICE_BELOW_FLOOR
3596,GXGXU,NOT_COMMON_STOCK
3597,GXGXW,NOT_COMMON_STOCK
3598,GYB,NOT_NASDAQ_LISTED
3599,GYC,NOT_NASDAQ_LISTED
3600,GYLD,NOT_NASDAQ_LISTED
3601,GYRO,FIRST_ADD_PRICE_BELOW_FLOOR
3602,H,NOT_NASDAQ_LISTED
3605,HACK,NOT_NASDAQ_LISTED
3606,HAE,NOT_NASDAQ_LISTED
3608,HAIL,NOT_NASDAQ_LISTED
3609,HAIN,FIRST_ADD_PRICE_BELOW_FLOOR
3610,HAIR,FIRST_ADD_PRICE_BELOW_FLOOR
3611,HAL,NOT_NASDAQ_LISTED
3612,HALL,FIRST_ADD_PRICE_BELOW_FLOOR
3614,HAO,NOT_NASDAQ_LISTED
3615,HAP,NOT_NASDAQ_LISTED
3618,HASI,NOT_NASDAQ_LISTED
3619,HAUD,NOT_NASDAQ_LISTED
3620,HAUZ,NOT_NASDAQ_LISTED
3621,HAWX,NOT_NASDAQ_LISTED
3624,HBANN,NOT_COMMON_STOCK
3625,HBANO,NOT_COMMON_STOCK
3626,HBB,NOT_NASDAQ_LISTED
3628,HBI,NOT_NASDAQ_LISTED
3630,HBM,NOT_NASDAQ_LISTED
3633,HBP,FIRST_ADD_PRICE_BELOW_FLOOR
3634,HCA,NOT_NASDAQ_LISTED
3636,HCACU,NOT_COMMON_STOCK
3637,HCACW,NOT_COMMON_STOCK
3639,HCAPZ,NOT_COMMON_STOCK
3641,HCC,NOT_NASDAQ_LISTED
3642,HCCH,NOT_COMMON_STOCK
3643,HCCHR,NOT_COMMON_STOCK
3644,HCCHU,NOT_COMMON_STOCK
3645,HCCHW,NOT_COMMON_STOCK
3647,HCFT,NOT_NASDAQ_LISTED
3648,HCHC,NOT_NASDAQ_LISTED
3649,HCI,NOT_NASDAQ_LISTED
3650,HCKT,FIRST_ADD_PRICE_BELOW_FLOOR
3651,HCM,NOT_COMMON_STOCK
3652,HCP,NOT_NASDAQ_LISTED
3653,HCR,NOT_NASDAQ_LISTED
3655,HCXY,NOT_NASDAQ_LISTED
3656,HCXZ,NOT_NASDAQ_LISTED
3657,HD,NOT_NASDAQ_LISTED
3658,HDAW,NOT_NASDAQ_LISTED
3659,HDB,NOT_NASDAQ_LISTED
3660,HDEF,NOT_NASDAQ_LISTED
3661,HDG,NOT_NASDAQ_LISTED
3662,HDGE,NOT_NASDAQ_LISTED
3663,HDLV,NOT_NASDAQ_LISTED
3664,HDMV,NOT_NASDAQ_LISTED
3666,HDSN,FIRST_ADD_PRICE_BELOW_FLOOR
3667,HDV,NOT_NASDAQ_LISTED
3668,HE,NOT_NASDAQ_LISTED
3670,HEB,NOT_NASDAQ_LISTED
3672,HECO,NOT_NASDAQ_LISTED
3673,HEDJ,NOT_NASDAQ_LISTED
3674,HEEM,NOT_NASDAQ_LISTED
3676,HEFA,NOT_NASDAQ_LISTED
3677,HEI,NOT_NASDAQ_LISTED
3678,HEI.A,NOT_NASDAQ_LISTED
3680,HEP,NOT_NASDAQ_LISTED
3682,HEQ,NOT_NASDAQ_LISTED
3683,HERD,NOT_COMMON_STOCK
3684,HES,NOT_NASDAQ_LISTED
3685,HESM,NOT_NASDAQ_LISTED
3686,HEWC,NOT_NASDAQ_LISTED
3687,HEWG,NOT_COMMON_STOCK
3688,HEWI,NOT_NASDAQ_LISTED
3689,HEWJ,NOT_NASDAQ_LISTED
3690,HEWL,NOT_NASDAQ_LISTED
3691,HEWP,NOT_NASDAQ_LISTED
3692,HEWU,NOT_NASDAQ_LISTED
3693,HEWW,NOT_NASDAQ_LISTED
3694,HEWY,NOT_NASDAQ_LISTED
3695,HEXO,NOT_NASDAQ_LISTED
3696,HEZU,NOT_NASDAQ_LISTED
3698,HFC,NOT_NASDAQ_LISTED
3700,HFRO,NOT_NASDAQ_LISTED
3702,HFXE,NOT_NASDAQ_LISTED
3703,HFXI,NOT_NASDAQ_LISTED
3704,HFXJ,NOT_NASDAQ_LISTED
3705,HGH,NOT_NASDAQ_LISTED
3706,HGLB,NOT_NASDAQ_LISTED
3708,HGV,NOT_NASDAQ_LISTED
3709,HHC,NOT_NASDAQ_LISTED
3710,HHHH,NOT_COMMON_STOCK
3711,HHHHR,NOT_COMMON_STOCK
3712,HHHHU,NOT_COMMON_STOCK
3713,HHHHW,NOT_COMMON_STOCK
3714,HHR,NOT_COMMON_STOCK
3715,HHS,NOT_NASDAQ_LISTED
3716,HHT,NOT_COMMON_STOCK
3717,HI,NOT_NASDAQ_LISTED
3719,HIE,NOT_NASDAQ_LISTED
3720,HIFS,FIRST_ADD_PRICE_BELOW_FLOOR
3721,HIG,NOT_NASDAQ_LISTED
3722,HIG-G,NOT_NASDAQ_LISTED
3724,HII,NOT_NASDAQ_LISTED
3726,HIL,NOT_NASDAQ_LISTED
3727,HIMX,NOT_COMMON_STOCK
3728,HIO,NOT_NASDAQ_LISTED
3729,HIPS,NOT_NASDAQ_LISTED
3730,HIVE,NOT_NASDAQ_LISTED
3731,HIW,NOT_NASDAQ_LISTED
3732,HIX,NOT_NASDAQ_LISTED
3734,HJLIW,NOT_COMMON_STOCK
3735,HJPX,NOT_NASDAQ_LISTED
3736,HJV,NOT_NASDAQ_LISTED
3737,HL,NOT_NASDAQ_LISTED
3738,HL-B,NOT_NASDAQ_LISTED
3739,HLAL,NOT_COMMON_STOCK
3740,HLF,NOT_NASDAQ_LISTED
3741,HLG,NOT_COMMON_STOCK
3742,HLI,NOT_NASDAQ_LISTED
3745,HLM-,NOT_NASDAQ_LISTED
3747,HLT,NOT_NASDAQ_LISTED
3748,HLTH,NOT_NASDAQ_LISTED
3749,HLX,NOT_NASDAQ_LISTED
3750,HMC,NOT_NASDAQ_LISTED
3751,HMG,NOT_NASDAQ_LISTED
3753,HMI,NOT_NASDAQ_LISTED
3754,HMLP,NOT_NASDAQ_LISTED
3755,HMLP-A,NOT_NASDAQ_LISTED
3756,HMN,NOT_NASDAQ_LISTED
3758,HMOP,NOT_NASDAQ_LISTED
3759,HMST,FIRST_ADD_PRICE_BELOW_FLOOR
3760,HMSY,FIRST_ADD_PRICE_BELOW_FLOOR
3762,HMY,NOT_NASDAQ_LISTED
3763,HNDL,NOT_COMMON_STOCK
3764,HNGR,NOT_NASDAQ_LISTED
3765,HNI,NOT_NASDAQ_LISTED
3767,HNP,NOT_NASDAQ_LISTED
3768,HNRG,FIRST_ADD_PRICE_BELOW_FLOOR
3769,HNW,NOT_NASDAQ_LISTED
3771,HOG,NOT_NASDAQ_LISTED
3772,HOLD,NOT_NASDAQ_LISTED
3773,HOLI,NOT_COMMON_STOCK
3775,HOMB,FIRST_ADD_PRICE_BELOW_FLOOR
3776,HOME,NOT_NASDAQ_LISTED
3777,HOML,NOT_NASDAQ_LISTED
3778,HOMZ,NOT_NASDAQ_LISTED
3779,HON,NOT_NASDAQ_LISTED
3781,HONR,NOT_NASDAQ_LISTED
3783,HOPE,FIRST_ADD_PRICE_BELOW_FLOOR
3784,HOS,NOT_NASDAQ_LISTED
3786,HOV,NOT_NASDAQ_LISTED
3787,HOVNP,NOT_COMMON_STOCK
3788,HP,NOT_NASDAQ_LISTED
3789,HPE,NOT_NASDAQ_LISTED
3790,HPF,NOT_NASDAQ_LISTED
3791,HPI,NOT_NASDAQ_LISTED
3793,HPP,NOT_NASDAQ_LISTED
3794,HPQ,NOT_NASDAQ_LISTED
3795,HPR,NOT_NASDAQ_LISTED
3796,HPS,NOT_NASDAQ_LISTED
3797,HPT,NOT_COMMON_STOCK
3798,HQH,NOT_NASDAQ_LISTED
3799,HQL,NOT_NASDAQ_LISTED
3801,HR,NOT_NASDAQ_LISTED
3802,HRB,NOT_NASDAQ_LISTED
3803,HRC,NOT_NASDAQ_LISTED
3804,HRI,NOT_NASDAQ_LISTED
3805,HRL,NOT_NASDAQ_LISTED
3806,HROW,FIRST_ADD_PRICE_BELOW_FLOOR
3807,HRTG,NOT_NASDAQ_LISTED
3811,HSACU,NOT_COMMON_STOCK
3812,HSACW,NOT_COMMON_STOCK
3813,HSBC,NOT_NASDAQ_LISTED
3814,HSBC-A,NOT_NASDAQ_LISTED
3815,HSC,NOT_NASDAQ_LISTED
3816,HSCZ,NOT_NASDAQ_LISTED
3818,HSGX,FIRST_ADD_PRICE_BELOW_FLOOR
3820,HSII,FIRST_ADD_PRICE_BELOW_FLOOR
3823,HSPX,NOT_NASDAQ_LISTED
3824,HSRT,NOT_NASDAQ_LISTED
3825,HST,NOT_NASDAQ_LISTED
3826,HSTM,FIRST_ADD_PRICE_BELOW_FLOOR
3827,HSY,NOT_NASDAQ_LISTED
3828,HT,NOT_NASDAQ_LISTED
3829,HT-C,NOT_NASDAQ_LISTED
3830,HT-D,NOT_NASDAQ_LISTED
3831,HT-E,NOT_NASDAQ_LISTED
3832,HTA,NOT_NASDAQ_LISTED
3833,HTAB,NOT_NASDAQ_LISTED
3835,HTBK,FIRST_ADD_PRICE_BELOW_FLOOR
3837,HTD,NOT_NASDAQ_LISTED
3838,HTEC,NOT_NASDAQ_LISTED
3839,HTFA,NOT_NASDAQ_LISTED
3840,HTGC,NOT_NASDAQ_LISTED
3842,HTH,NOT_NASDAQ_LISTED
3843,HTHT,NOT_COMMON_STOCK
3845,HTLF,FIRST_ADD_PRICE_BELOW_FLOOR
3846,HTRB,NOT_NASDAQ_LISTED
3847,HTUS,NOT_NASDAQ_LISTED
3848,HTY,NOT_NASDAQ_LISTED
3849,HTZ,NOT_NASDAQ_LISTED
3850,HUBB,NOT_NASDAQ_LISTED
3851,HUBG,FIRST_ADD_PRICE_BELOW_FLOOR
3852,HUBS,NOT_NASDAQ_LISTED
3853,HUD,NOT_NASDAQ_LISTED
3854,HUM,NOT_NASDAQ_LISTED
3855,HUN,NOT_NASDAQ_LISTED
3858,HUSA,NOT_NASDAQ_LISTED
3859,HUSE,NOT_NASDAQ_LISTED
3860,HUSV,NOT_NASDAQ_LISTED
3861,HUYA,NOT_NASDAQ_LISTED
3862,HVBC,FIRST_ADD_PRICE_BELOW_FLOOR
3863,HVT,NOT_NASDAQ_LISTED
3864,HVT.A,NOT_NASDAQ_LISTED
3866,HWC,FIRST_ADD_PRICE_BELOW_FLOOR
3867,HWCC,FIRST_ADD_PRICE_BELOW_FLOOR
3868,HWCPL,NOT_COMMON_STOCK
3870,HX,NOT_COMMON_STOCK
3871,HXL,NOT_NASDAQ_LISTED
3872,HY,NOT_NASDAQ_LISTED
3873,HYAC,FIRST_ADD_PRICE_BELOW_FLOOR
3874,HYACU,NOT_COMMON_STOCK
3875,HYACW,NOT_COMMON_STOCK
3876,HYB,NOT_NASDAQ_LISTED
3877,HYD,NOT_NASDAQ_LISTED
3878,HYDB,NOT_NASDAQ_LISTED
3879,HYDD,NOT_NASDAQ_LISTED
3880,HYDW,NOT_NASDAQ_LISTED
3881,HYEM,NOT_NASDAQ_LISTED
3882,HYG,NOT_NASDAQ_LISTED
3883,HYGH,NOT_NASDAQ_LISTED
3885,HYGV,NOT_NASDAQ_LISTED
