locate,symbol,reason
5757,NZF,NOT_NASDAQ_LISTED
5758,O,NOT_NASDAQ_LISTED
5759,OAC=,NOT_NASDAQ_LISTED
5760,OAK,NOT_NASDAQ_LISTED
5761,OAK-A,NOT_NASDAQ_LISTED
5762,OAK-B,NOT_NASDAQ_LISTED
5763,OAS,NOT_NASDAQ_LISTED
5764,OASM,NOT_COMMON_STOCK
5765,OBAS,NOT_COMMON_STOCK
5766,OBCI,FIRST_ADD_PRICE_BELOW_FLOOR
5767,OBE,NOT_NASDAQ_LISTED
5770,OBOR,NOT_NASDAQ_LISTED
5771,OBSV,NOT_COMMON_STOCK
5772,OC,NOT_NASDAQ_LISTED
5773,OCC,FIRST_ADD_PRICE_BELOW_FLOOR
5775,OCCIP,NOT_COMMON_STOCK
5776,OCFC,FIRST_ADD_PRICE_BELOW_FLOOR
5777,OCIO,NOT_NASDAQ_LISTED
5778,OCN,NOT_NASDAQ_LISTED
5779,OCSI,FIRST_ADD_PRICE_BELOW_FLOOR
5781,OCSLL,NOT_COMMON_STOCK
5783,OCX,NOT_NASDAQ_LISTED
5784,ODC,NOT_NASDAQ_LISTED
5785,ODFL,FIRST_ADD_PRICE_BELOW_FLOOR
5788,OEC,NOT_NASDAQ_LISTED
5789,OEF,NOT_NASDAQ_LISTED
5791,OEUR,NOT_NASDAQ_LISTED
5792,OFC,NOT_NASDAQ_LISTED
5794,OFG,NOT_NASDAQ_LISTED
5795,OFG-A,NOT_NASDAQ_LISTED
5796,OFG-B,NOT_NASDAQ_LISTED
5797,OFG-D,NOT_NASDAQ_LISTED
5798,OFIX,FIRST_ADD_PRICE_BELOW_FLOOR
5799,OFLX,FIRST_ADD_PRICE_BELOW_FLOOR
5801,OFSSL,NOT_COMMON_STOCK
5802,OFSSZ,NOT_COMMON_STOCK
5803,OGCP,NOT_NASDAQ_LISTED
5804,OGE,NOT_NASDAQ_LISTED
5805,OGEN,NOT_NASDAQ_LISTED
5807,OGIG,NOT_NASDAQ_LISTED
5808,OGS,NOT_NASDAQ_LISTED
5810,OHI,NOT_NASDAQ_LISTED
5811,OI,NOT_NASDAQ_LISTED
5812,OIA,NOT_NASDAQ_LISTED
5813,OIBR.C,NOT_NASDAQ_LISTED
5814,OIH,NOT_NASDAQ_LISTED
5815,OII,NOT_NASDAQ_LISTED
5816,OIIM,NOT_COMMON_STOCK
5817,OIL,NOT_NASDAQ_LISTED
5818,OILD,NOT_NASDAQ_LISTED
5819,OILK,NOT_NASDAQ_LISTED
5820,OILU,NOT_NASDAQ_LISTED
5821,OILX,NOT_NASDAQ_LISTED
5822,OIS,NOT_NASDAQ_LISTED
5823,OKDCC,NOT_COMMON_STOCK
5824,OKE,NOT_NASDAQ_LISTED
5826,OLBK,FIRST_ADD_PRICE_BELOW_FLOOR
5827,OLD,NOT_COMMON_STOCK
5829,OLEM,NOT_NASDAQ_LISTED
5831,OLN,NOT_NASDAQ_LISTED
5832,OLP,NOT_NASDAQ_LISTED
5833,OMAB,NOT_COMMON_STOCK
5834,OMC,NOT_NASDAQ_LISTED
5838,OMF,NOT_NASDAQ_LISTED
5839,OMFL,NOT_NASDAQ_LISTED
5840,OMFS,NOT_NASDAQ_LISTED
5841,OMI,NOT_NASDAQ_LISTED
5842,OMN,NOT_NASDAQ_LISTED
5843,OMOM,NOT_NASDAQ_LISTED
5844,OMP,NOT_NASDAQ_LISTED
5846,ONB,FIRST_ADD_PRICE_BELOW_FLOOR
5851,ONDK,NOT_NASDAQ_LISTED
5852,ONE,NOT_NASDAQ_LISTED
5853,ONEO,NOT_NASDAQ_LISTED
5854,ONEQ,NOT_COMMON_STOCK
5855,ONEV,NOT_NASDAQ_LISTED
5856,ONEY,NOT_NASDAQ_LISTED
5857,ONLN,NOT_NASDAQ_LISTED
5859,ONTXW,NOT_COMMON_STOCK
5860,ONVO,FIRST_ADD_PRICE_BELOW_FLOOR
5861,OOMA,NOT_NASDAQ_LISTED
5864,OPER,NOT_NASDAQ_LISTED
5866,OPESU,NOT_COMMON_STOCK
5867,OPESW,NOT_COMMON_STOCK
5868,OPGN,FIRST_ADD_PRICE_BELOW_FLOOR
5869,OPGNW,NOT_COMMON_STOCK
5871,OPI,NOT_COMMON_STOCK
5872,OPINI,NOT_COMMON_STOCK
5875,OPOF,FIRST_ADD_PRICE_BELOW_FLOOR
5876,OPP,NOT_NASDAQ_LISTED
5877,OPRA,NOT_COMMON_STOCK
5881,OPY,NOT_NASDAQ_LISTED
5882,OQAL,NOT_NASDAQ_LISTED
5883,OR,NOT_NASDAQ_LISTED
5884,ORA,NOT_NASDAQ_LISTED
5885,ORAN,NOT_NASDAQ_LISTED
5887,ORC,NOT_NASDAQ_LISTED
5888,ORCC,NOT_NASDAQ_LISTED
5889,ORCL,NOT_NASDAQ_LISTED
5890,ORG,NOT_COMMON_STOCK
5891,ORGO,FIRST_ADD_PRICE_BELOW_FLOOR
5893,ORI,NOT_NASDAQ_LISTED
5894,ORIT,FIRST_ADD_PRICE_BELOW_FLOOR
5897,ORN,NOT_NASDAQ_LISTED
5898,ORRF,FIRST_ADD_PRICE_BELOW_FLOOR
5899,ORTX,NOT_COMMON_STOCK
5900,OSB,NOT_NASDAQ_LISTED
5902,OSBCP,NOT_COMMON_STOCK
5903,OSCV,NOT_NASDAQ_LISTED
5904,OSG,NOT_NASDAQ_LISTED
5906,OSIZ,NOT_NASDAQ_LISTED
5907,OSK,NOT_NASDAQ_LISTED
5908,OSLE,NOT_NASDAQ_LISTED
5909,OSMT,NOT_COMMON_STOCK
5910,OSN,NOT_COMMON_STOCK
5917,OTEX,FIRST_ADD_PRICE_BELOW_FLOOR
5919,OTIV,NOT_COMMON_STOCK
5921,OTLKW,NOT_COMMON_STOCK
5922,OTTR,FIRST_ADD_PRICE_BELOW_FLOOR
5923,OTTW,FIRST_ADD_PRICE_BELOW_FLOOR
5924,OUNZ,NOT_NASDAQ_LISTED
5925,OUSA,NOT_NASDAQ_LISTED
5926,OUSM,NOT_NASDAQ_LISTED
5927,OUT,NOT_NASDAQ_LISTED
5929,OVID,FIRST_ADD_PRICE_BELOW_FLOOR
5930,OVLU,NOT_NASDAQ_LISTED
5932,OVOL,NOT_NASDAQ_LISTED
5933,OXBR,NOT_COMMON_STOCK
5934,OXBRW,NOT_COMMON_STOCK
5935,OXFD,NOT_COMMON_STOCK
5937,OXLCM,NOT_COMMON_STOCK
5938,OXLCO,NOT_COMMON_STOCK
5939,OXM,NOT_NASDAQ_LISTED
5941,OXSQL,NOT_COMMON_STOCK
5942,OXSQZ,NOT_COMMON_STOCK
5943,OXY,NOT_NASDAQ_LISTED
5944,OYLD,NOT_NASDAQ_LISTED
5945,OZK,FIRST_ADD_PRICE_BELOW_FLOOR
5946,OZM,NOT_NASDAQ_LISTED
5947,PAA,NOT_NASDAQ_LISTED
5948,PAAC,FIRST_ADD_PRICE_BELOW_FLOOR
5949,PAACR,NOT_COMMON_STOCK
5950,PAACU,NOT_COMMON_STOCK
5951,PAACW,NOT_COMMON_STOCK
5953,PAC,NOT_NASDAQ_LISTED
5954,PACA,NOT_NASDAQ_LISTED
5956,PACD,NOT_NASDAQ_LISTED
5957,PACK,NOT_NASDAQ_LISTED
5958,PACK+,NOT_NASDAQ_LISTED
5960,PACQU,NOT_COMMON_STOCK
5961,PACQW,NOT_COMMON_STOCK
5963,PAG,NOT_NASDAQ_LISTED
5964,PAGP,NOT_NASDAQ_LISTED
5965,PAGS,NOT_NASDAQ_LISTED
5966,PAHC,FIRST_ADD_PRICE_BELOW_FLOOR
5967,PAI,NOT_NASDAQ_LISTED
5968,PAK,NOT_NASDAQ_LISTED
5969,PALL,NOT_NASDAQ_LISTED
5970,PAM,NOT_NASDAQ_LISTED
5972,PANW,NOT_NASDAQ_LISTED
5973,PAPR,NOT_NASDAQ_LISTED
5974,PAR,NOT_NASDAQ_LISTED
5975,PARR,NOT_NASDAQ_LISTED
5976,PASS,NOT_NASDAQ_LISTED
5978,PATK,FIRST_ADD_PRICE_BELOW_FLOOR
5979,PAVE,NOT_NASDAQ_LISTED
5981,PAVMW,NOT_COMMON_STOCK
5982,PAVMZ,NOT_COMMON_STOCK
5983,PAWZ,NOT_NASDAQ_LISTED
5984,PAYC,NOT_NASDAQ_LISTED
5987,PB,NOT_NASDAQ_LISTED
5988,PBA,NOT_NASDAQ_LISTED
5989,PBB,NOT_NASDAQ_LISTED
5990,PBBI,FIRST_ADD_PRICE_BELOW_FLOOR
5991,PBC,NOT_NASDAQ_LISTED
5992,PBCT,FIRST_ADD_PRICE_BELOW_FLOOR
5993,PBCTP,NOT_COMMON_STOCK
5994,PBD,NOT_NASDAQ_LISTED
5995,PBDM,NOT_NASDAQ_LISTED
5996,PBE,NOT_NASDAQ_LISTED
5997,PBEE,NOT_NASDAQ_LISTED
5998,PBF,NOT_NASDAQ_LISTED
6000,PBFX,NOT_NASDAQ_LISTED
6001,PBH,NOT_NASDAQ_LISTED
6003,PBI,NOT_NASDAQ_LISTED
6004,PBI-B,NOT_NASDAQ_LISTED
6006,PBJ,NOT_NASDAQ_LISTED
6007,PBND,NOT_NASDAQ_LISTED
6008,PBP,NOT_NASDAQ_LISTED
6010,PBR,NOT_NASDAQ_LISTED
6011,PBR.A,NOT_NASDAQ_LISTED
6012,PBS,NOT_NASDAQ_LISTED
6013,PBSM,NOT_NASDAQ_LISTED
6014,PBT,NOT_NASDAQ_LISTED
6015,PBTP,NOT_NASDAQ_LISTED
6016,PBTS,NOT_COMMON_STOCK
6017,PBUS,NOT_NASDAQ_LISTED
6018,PBW,NOT_NASDAQ_LISTED
6019,PBY,NOT_NASDAQ_LISTED
6021,PCAR,FIRST_ADD_PRICE_BELOW_FLOOR
6022,PCB,FIRST_ADD_PRICE_BELOW_FLOOR
6023,PCEF,NOT_NASDAQ_LISTED
6024,PCF,NOT_NASDAQ_LISTED
6025,PCG,NOT_NASDAQ_LISTED
6026,PCG-A,NOT_NASDAQ_LISTED
6027,PCG-B,NOT_NASDAQ_LISTED
6028,PCG-C,NOT_NASDAQ_LISTED
6029,PCG-D,NOT_NASDAQ_LISTED
6030,PCG-E,NOT_NASDAQ_LISTED
6031,PCG-G,NOT_NASDAQ_LISTED
6032,PCG-H,NOT_NASDAQ_LISTED
6033,PCG-I,NOT_NASDAQ_LISTED
6034,PCH,FIRST_ADD_PRICE_BELOW_FLOOR
6035,PCI,NOT_NASDAQ_LISTED
6036,PCK,NOT_NASDAQ_LISTED
6037,PCM,NOT_NASDAQ_LISTED
6038,PCMI,FIRST_ADD_PRICE_BELOW_FLOOR
6039,PCN,NOT_NASDAQ_LISTED
6040,PCOM,FIRST_ADD_PRICE_BELOW_FLOOR
6041,PCQ,NOT_NASDAQ_LISTED
6046,PCY,NOT_NASDAQ_LISTED
6048,PCYO,FIRST_ADD_PRICE_BELOW_FLOOR
6049,PD,NOT_NASDAQ_LISTED
6050,PDBC,NOT_COMMON_STOCK
6053,PDD,NOT_COMMON_STOCK
6054,PDEV,NOT_COMMON_STOCK
6056,PDFS,FIRST_ADD_PRICE_BELOW_FLOOR
6057,PDI,NOT_NASDAQ_LISTED
6060,PDM,NOT_NASDAQ_LISTED
6061,PDN,NOT_NASDAQ_LISTED
6062,PDP,NOT_COMMON_STOCK
6063,PDS,NOT_NASDAQ_LISTED
6064,PDSB,FIRST_ADD_PRICE_BELOW_FLOOR
6065,PDT,NOT_NASDAQ_LISTED
6066,PE,NOT_NASDAQ_LISTED
6067,PEB,NOT_NASDAQ_LISTED
6068,PEB-C,NOT_NASDAQ_LISTED
6069,PEB-D,NOT_NASDAQ_LISTED
6070,PEB-E,NOT_NASDAQ_LISTED
6071,PEB-F,NOT_NASDAQ_LISTED
6072,PEBK,FIRST_ADD_PRICE_BELOW_FLOOR
6075,PED,NOT_NASDAQ_LISTED
6076,PEG,NOT_NASDAQ_LISTED
6077,PEGA,FIRST_ADD_PRICE_BELOW_FLOOR
6079,PEI,NOT_NASDAQ_LISTED
6080,PEI-B,NOT_NASDAQ_LISTED
6081,PEI-C,NOT_NASDAQ_LISTED
6082,PEI-D,NOT_NASDAQ_LISTED
6084,PEJ,NOT_NASDAQ_LISTED
6085,PEK,NOT_NASDAQ_LISTED
6086,PEN,NOT_NASDAQ_LISTED
6088,PEO,NOT_NASDAQ_LISTED
6090,PER,NOT_NASDAQ_LISTED
6091,PERI,NOT_COMMON_STOCK
6092,PES,NOT_NASDAQ_LISTED
6093,PESI,FIRST_ADD_PRICE_BELOW_FLOOR
6096,PETZ,FIRST_ADD_PRICE_BELOW_FLOOR
6097,PEX,NOT_NASDAQ_LISTED
6098,PEXL,NOT_NASDAQ_LISTED
6099,PEY,NOT_COMMON_STOCK
6100,PEZ,NOT_COMMON_STOCK
6101,PFBC,FIRST_ADD_PRICE_BELOW_FLOOR
6103,PFD,NOT_NASDAQ_LISTED
6104,PFE,NOT_NASDAQ_LISTED
6105,PFF,NOT_COMMON_STOCK
6106,PFFA,NOT_NASDAQ_LISTED
6107,PFFD,NOT_NASDAQ_LISTED
6108,PFFL,NOT_NASDAQ_LISTED
6109,PFFR,NOT_NASDAQ_LISTED
6111,PFGC,NOT_NASDAQ_LISTED
6112,PFH,NOT_NASDAQ_LISTED
6113,PFI,NOT_COMMON_STOCK
6114,PFIE,FIRST_ADD_PRICE_BELOW_FLOOR
6115,PFIG,NOT_NASDAQ_LISTED
6116,PFIN,FIRST_ADD_PRICE_BELOW_FLOOR
6118,PFL,NOT_NASDAQ_LISTED
6120,PFM,NOT_COMMON_STOCK
6121,PFMT,FIRST_ADD_PRICE_BELOW_FLOOR
6122,PFN,NOT_NASDAQ_LISTED
6123,PFNX,NOT_NASDAQ_LISTED
6124,PFO,NOT_NASDAQ_LISTED
6126,PFS,NOT_NASDAQ_LISTED
6127,PFSI,NOT_NASDAQ_LISTED
6128,PFSW,FIRST_ADD_PRICE_BELOW_FLOOR
6129,PFXF,NOT_NASDAQ_LISTED
6130,PG,NOT_NASDAQ_LISTED
6131,PGAL,NOT_NASDAQ_LISTED
6133,PGF,NOT_NASDAQ_LISTED
6134,PGHY,NOT_NASDAQ_LISTED
6135,PGJ,NOT_COMMON_STOCK
6136,PGM,NOT_NASDAQ_LISTED
6138,PGP,NOT_NASDAQ_LISTED
6139,PGR,NOT_NASDAQ_LISTED
6140,PGRE,NOT_NASDAQ_LISTED
6141,PGTI,NOT_NASDAQ_LISTED
6142,PGX,NOT_NASDAQ_LISTED
6143,PGZ,NOT_NASDAQ_LISTED
6144,PH,NOT_NASDAQ_LISTED
6146,PHB,NOT_NASDAQ_LISTED
6147,PHCF,NOT_COMMON_STOCK
6148,PHD,NOT_NASDAQ_LISTED
6149,PHDG,NOT_NASDAQ_LISTED
6150,PHG,NOT_NASDAQ_LISTED
6151,PHI,NOT_NASDAQ_LISTED
6153,PHIOW,NOT_COMMON_STOCK
6154,PHK,NOT_NASDAQ_LISTED
6155,PHM,NOT_NASDAQ_LISTED
6156,PHO,NOT_COMMON_STOCK
6157,PHR,NOT_NASDAQ_LISTED
6158,PHT,NOT_NASDAQ_LISTED
6160,PHUNW,NOT_COMMON_STOCK
6161,PHX,NOT_NASDAQ_LISTED
6162,PHYL,NOT_NASDAQ_LISTED
6163,PHYS,NOT_NASDAQ_LISTED
6165,PIC=,NOT_NASDAQ_LISTED
6166,PICB,NOT_NASDAQ_LISTED
6167,PICK,NOT_NASDAQ_LISTED
6169,PID,NOT_COMMON_STOCK
6170,PIE,NOT_COMMON_STOCK
6172,PIHPP,NOT_COMMON_STOCK
6173,PII,NOT_NASDAQ_LISTED
6174,PILL,NOT_NASDAQ_LISTED
6175,PIM,NOT_NASDAQ_LISTED
6176,PIN,NOT_NASDAQ_LISTED
6178,PINS,NOT_NASDAQ_LISTED
6179,PIO,NOT_COMMON_STOCK
6180,PIR,NOT_NASDAQ_LISTED
6182,PIXY,FIRST_ADD_PRICE_BELOW_FLOOR
6183,PIY,NOT_NASDAQ_LISTED
6184,PIZ,NOT_COMMON_STOCK
6185,PJAN,NOT_NASDAQ_LISTED
6186,PJC,NOT_NASDAQ_LISTED
6187,PJH,NOT_NASDAQ_LISTED
6188,PJP,NOT_NASDAQ_LISTED
6189,PJT,NOT_NASDAQ_LISTED
6190,PJUL,NOT_NASDAQ_LISTED
6191,PJUN,NOT_NASDAQ_LISTED
6192,PK,NOT_NASDAQ_LISTED
6193,PKB,NOT_NASDAQ_LISTED
6195,PKD,NOT_NASDAQ_LISTED
6196,PKE,NOT_NASDAQ_LISTED
6197,PKG,NOT_NASDAQ_LISTED
6198,PKI,NOT_NASDAQ_LISTED
6199,PKO,NOT_NASDAQ_LISTED
6201,PKW,NOT_COMMON_STOCK
6202,PKX,NOT_NASDAQ_LISTED
6204,PLAG,NOT_NASDAQ_LISTED
6205,PLAN,NOT_NASDAQ_LISTED
6206,PLAT,NOT_NASDAQ_LISTED
6208,PLBC,FIRST_ADD_PRICE_BELOW_FLOOR
6209,PLC,NOT_COMMON_STOCK
6211,PLCY,NOT_NASDAQ_LISTED
6212,PLD,NOT_NASDAQ_LISTED
6213,PLG,NOT_NASDAQ_LISTED
6214,PLL,NOT_COMMON_STOCK
6215,PLM,NOT_NASDAQ_LISTED
6217,PLNT,NOT_NASDAQ_LISTED
6218,PLOW,NOT_NASDAQ_LISTED
6221,PLT,NOT_NASDAQ_LISTED
6222,PLTM,NOT_NASDAQ_LISTED
6224,PLUS,FIRST_ADD_PRICE_BELOW_FLOOR
6225,PLW,NOT_COMMON_STOCK
6226,PLX,NOT_NASDAQ_LISTED
6229,PLYA,NOT_COMMON_STOCK
6230,PLYM,NOT_NASDAQ_LISTED
6231,PLYM-A,NOT_NASDAQ_LISTED
6232,PM,NOT_NASDAQ_LISTED
6233,PMBC,FIRST_ADD_PRICE_BELOW_FLOOR
6235,PME,NOT_COMMON_STOCK
6236,PMF,NOT_NASDAQ_LISTED
6237,PML,NOT_NASDAQ_LISTED
6238,PMM,NOT_NASDAQ_LISTED
6239,PMO,NOT_NASDAQ_LISTED
6240,PMOM,NOT_COMMON_STOCK
6241,PMR,NOT_NASDAQ_LISTED
6242,PMT,NOT_NASDAQ_LISTED
6243,PMT-A,NOT_NASDAQ_LISTED
6244,PMT-B,NOT_NASDAQ_LISTED
6246,PMX,NOT_NASDAQ_LISTED
6247,PNBK,FIRST_ADD_PRICE_BELOW_FLOOR
6248,PNC,NOT_NASDAQ_LISTED
6249,PNC-P,NOT_NASDAQ_LISTED
6250,PNC-Q,NOT_NASDAQ_LISTED
6251,PNF,NOT_NASDAQ_LISTED
6252,PNFP,FIRST_ADD_PRICE_BELOW_FLOOR
6253,PNI,NOT_NASDAQ_LISTED
6254,PNM,NOT_NASDAQ_LISTED
6255,PNNT,FIRST_ADD_PRICE_BELOW_FLOOR
6256,PNQI,NOT_COMMON_STOCK
6257,PNR,NOT_NASDAQ_LISTED
6259,PNRL,NOT_COMMON_STOCK
6260,PNTR,NOT_COMMON_STOCK
6261,PNW,NOT_NASDAQ_LISTED
6262,POAI,FIRST_ADD_PRICE_BELOW_FLOOR
6263,POCT,NOT_NASDAQ_LISTED
6265,POL,NOT_NASDAQ_LISTED
6267,POOL,FIRST_ADD_PRICE_BELOW_FLOOR
6268,POPE,NOT_COMMON_STOCK
6269,POR,NOT_NASDAQ_LISTED
6270,POST,NOT_NASDAQ_LISTED
6271,POWI,FIRST_ADD_PRICE_BELOW_FLOOR
6272,POWL,FIRST_ADD_PRICE_BELOW_FLOOR
6273,PPA,NOT_NASDAQ_LISTED
6275,PPC,FIRST_ADD_PRICE_BELOW_FLOOR
6276,PPDF,NOT_NASDAQ_LISTED
6277,PPDM,NOT_NASDAQ_LISTED
6278,PPEM,NOT_NASDAQ_LISTED
6279,PPG,NOT_NASDAQ_LISTED
6280,PPH,NOT_COMMON_STOCK
6282,PPIH,FIRST_ADD_PRICE_BELOW_FLOOR
6283,PPL,NOT_NASDAQ_LISTED
6284,PPLC,NOT_NASDAQ_LISTED
6285,PPLN,NOT_NASDAQ_LISTED
6286,PPLT,NOT_NASDAQ_LISTED
6287,PPMC,NOT_NASDAQ_LISTED
6288,PPR,NOT_NASDAQ_LISTED
6289,PPSC,NOT_NASDAQ_LISTED
6290,PPSI,FIRST_ADD_PRICE_BELOW_FLOOR
6291,PPT,NOT_NASDAQ_LISTED
6292,PPTY,NOT_NASDAQ_LISTED
6293,PPX,NOT_NASDAQ_LISTED
6294,PQG,NOT_NASDAQ_LISTED
6295,PQIN,NOT_NASDAQ_LISTED
6296,PQLC,NOT_NASDAQ_LISTED
6297,PQSG,NOT_NASDAQ_LISTED
6298,PQSV,NOT_NASDAQ_LISTED
6299,PRA,NOT_NASDAQ_LISTED
6300,PRAA,FIRST_ADD_PRICE_BELOW_FLOOR
6301,PRAH,FIRST_ADD_PRICE_BELOW_FLOOR
6302,PRCP,FIRST_ADD_PRICE_BELOW_FLOOR
6303,PRE-F,NOT_NASDAQ_LISTED
6304,PRE-G,NOT_NASDAQ_LISTED
6305,PRE-H,NOT_NASDAQ_LISTED
6306,PRE-I,NOT_NASDAQ_LISTED
6307,PREF,NOT_NASDAQ_LISTED
6308,PRF,NOT_NASDAQ_LISTED
6309,PRFT,FIRST_ADD_PRICE_BELOW_FLOOR
6310,PRFZ,NOT_COMMON_STOCK
6311,PRGO,NOT_NASDAQ_LISTED
6312,PRGS,FIRST_ADD_PRICE_BELOW_FLOOR
6314,PRH,NOT_NASDAQ_LISTED
6315,PRI,NOT_NASDAQ_LISTED
6316,PRID,NOT_NASDAQ_LISTED
6317,PRIF-A,NOT_NASDAQ_LISTED
6318,PRIF-B,NOT_NASDAQ_LISTED
6319,PRIF-C,NOT_NASDAQ_LISTED
6320,PRIF-D,NOT_NASDAQ_LISTED
6321,PRIM,FIRST_ADD_PRICE_BELOW_FLOOR
6322,PRK,NOT_NASDAQ_LISTED
6323,PRLB,NOT_NASDAQ_LISTED
6324,PRME,NOT_NASDAQ_LISTED
6326,PRN,NOT_COMMON_STOCK
6328,PRNT,NOT_NASDAQ_LISTED
6329,PRO,NOT_NASDAQ_LISTED
6330,PROS,NOT_NASDAQ_LISTED
6332,PRPH,FIRST_ADD_PRICE_BELOW_FLOOR
6335,PRQR,NOT_COMMON_STOCK
6336,PRS,NOT_NASDAQ_LISTED
6337,PRSC,FIRST_ADD_PRICE_BELOW_FLOOR
6338,PRSP,NOT_NASDAQ_LISTED
6339,PRT,NOT_NASDAQ_LISTED
6340,PRTA,NOT_COMMON_STOCK
6343,PRTO,FIRST_ADD_PRICE_BELOW_FLOOR
6345,PRTY,NOT_NASDAQ_LISTED
6346,PRU,NOT_NASDAQ_LISTED
6350,PSA,NOT_NASDAQ_LISTED
6351,PSA-A,NOT_NASDAQ_LISTED
6352,PSA-B,NOT_NASDAQ_LISTED
6353,PSA-C,NOT_NASDAQ_LISTED
6354,PSA-D,NOT_NASDAQ_LISTED
6355,PSA-E,NOT_NASDAQ_LISTED
6356,PSA-F,NOT_NASDAQ_LISTED
6357,PSA-G,NOT_NASDAQ_LISTED
6358,PSA-H,NOT_NASDAQ_LISTED
6359,PSA-U,NOT_NASDAQ_LISTED
6360,PSA-V,NOT_NASDAQ_LISTED
6361,PSA-W,NOT_NASDAQ_LISTED
6362,PSA-X,NOT_NASDAQ_LISTED
6363,PSB,NOT_NASDAQ_LISTED
6364,PSB-U,NOT_NASDAQ_LISTED
6365,PSB-V,NOT_NASDAQ_LISTED
6366,PSB-W,NOT_NASDAQ_LISTED
6367,PSB-X,NOT_NASDAQ_LISTED
6368,PSB-Y,NOT_NASDAQ_LISTED
6369,PSC,NOT_COMMON_STOCK
6370,PSCC,NOT_COMMON_STOCK
6371,PSCD,NOT_COMMON_STOCK
6372,PSCE,NOT_COMMON_STOCK
6373,PSCF,NOT_COMMON_STOCK
6374,PSCH,NOT_COMMON_STOCK
6375,PSCI,NOT_COMMON_STOCK
6376,PSCM,NOT_COMMON_STOCK
6377,PSCT,NOT_COMMON_STOCK
6378,PSCU,NOT_COMMON_STOCK
6379,PSDO,FIRST_ADD_PRICE_BELOW_FLOOR
6381,PSET,NOT_COMMON_STOCK
6382,PSF,NOT_NASDAQ_LISTED
6383,PSI,NOT_NASDAQ_LISTED
6384,PSJ,NOT_NASDAQ_LISTED
6385,PSK,NOT_NASDAQ_LISTED
6386,PSL,NOT_COMMON_STOCK
6387,PSLV,NOT_NASDAQ_LISTED
6388,PSM,NOT_COMMON_STOCK
6389,PSMB,NOT_NASDAQ_LISTED
6390,PSMC,NOT_NASDAQ_LISTED
6391,PSMG,NOT_NASDAQ_LISTED
6392,PSMM,NOT_NASDAQ_LISTED
6393,PSMT,FIRST_ADD_PRICE_BELOW_FLOOR
6394,PSN,NOT_NASDAQ_LISTED
6396,PSO,NOT_NASDAQ_LISTED
6397,PSP,NOT_NASDAQ_LISTED
6398,PSQ,NOT_NASDAQ_LISTED
6399,PSR,NOT_NASDAQ_LISTED
6400,PST,NOT_NASDAQ_LISTED
6401,PSTG,NOT_NASDAQ_LISTED
6403,PSTL,NOT_NASDAQ_LISTED
6404,PSTV,FIRST_ADD_PRICE_BELOW_FLOOR
6405,PSTVZ,NOT_COMMON_STOCK
6406,PSV,NOT_NASDAQ_LISTED
6407,PSX,NOT_NASDAQ_LISTED
6408,PSXP,NOT_NASDAQ_LISTED
6409,PT,NOT_COMMON_STOCK
6410,PTC,FIRST_ADD_PRICE_BELOW_FLOOR
6412,PTE,FIRST_ADD_PRICE_BELOW_FLOOR
6414,PTEU,NOT_NASDAQ_LISTED
6415,PTF,NOT_COMMON_STOCK
6417,PTH,NOT_COMMON_STOCK
6419,PTIN,NOT_NASDAQ_LISTED
6421,PTLC,NOT_NASDAQ_LISTED
6422,PTMC,NOT_NASDAQ_LISTED
6424,PTN,NOT_NASDAQ_LISTED
6425,PTNQ,NOT_NASDAQ_LISTED
6426,PTNR,NOT_COMMON_STOCK
6427,PTR,NOT_NASDAQ_LISTED
6428,PTSI,FIRST_ADD_PRICE_BELOW_FLOOR
6429,PTVCA,FIRST_ADD_PRICE_BELOW_FLOOR
6431,PTY,NOT_NASDAQ_LISTED
6433,PUI,NOT_COMMON_STOCK
6434,PUK,NOT_NASDAQ_LISTED
6435,PUK-,NOT_NASDAQ_LISTED
6436,PUK-A,NOT_NASDAQ_LISTED
6438,PULS,NOT_NASDAQ_LISTED
6439,PUMP,NOT_NASDAQ_LISTED
6440,PUTW,NOT_NASDAQ_LISTED
6441,PUYI,NOT_COMMON_STOCK
6443,PVAL,NOT_COMMON_STOCK
6444,PVBC,FIRST_ADD_PRICE_BELOW_FLOOR
6445,PVG,NOT_NASDAQ_LISTED
6446,PVH,NOT_NASDAQ_LISTED
6447,PVI,NOT_NASDAQ_LISTED
6448,PVL,NOT_NASDAQ_LISTED
6449,PVT,NOT_NASDAQ_LISTED
6450,PVT+,NOT_NASDAQ_LISTED
6451,PVT=,NOT_NASDAQ_LISTED
6452,PVTL,NOT_NASDAQ_LISTED
6453,PW,NOT_NASDAQ_LISTED
6454,PW-A,NOT_NASDAQ_LISTED
6455,PWB,NOT_NASDAQ_LISTED
6456,PWC,NOT_NASDAQ_LISTED
6457,PWOD,FIRST_ADD_PRICE_BELOW_FLOOR
6458,PWR,NOT_NASDAQ_LISTED
6459,PWS,NOT_NASDAQ_LISTED
6460,PWV,NOT_NASDAQ_LISTED
6461,PWZ,NOT_NASDAQ_LISTED
6462,PXD,NOT_NASDAQ_LISTED
6463,PXE,NOT_NASDAQ_LISTED
6464,PXF,NOT_NASDAQ_LISTED
6465,PXH,NOT_NASDAQ_LISTED
6466,PXI,NOT_COMMON_STOCK
6467,PXJ,NOT_NASDAQ_LISTED
6469,PXQ,NOT_NASDAQ_LISTED
6471,PY,NOT_COMMON_STOCK
