quantity,assumed_price_usd_for_percentage_caps,note,structural_floor_one_way_buy_usd,structural_floor_one_way_sell_usd,structural_floor_round_trip_usd,structural_floor_nasdaq_remove_liquidity_fee_usd,accessible_fixed_one_way_buy_usd,accessible_fixed_one_way_sell_usd,accessible_fixed_round_trip_usd,accessible_fixed_broker_ibkr_pro_fixed_commission_usd,accessible_tiered_one_way_buy_usd,accessible_tiered_one_way_sell_usd,accessible_tiered_round_trip_usd,accessible_tiered_nasdaq_remove_liquidity_fee_usd,accessible_tiered_nscc_dtc_clearing_fee_usd,accessible_tiered_cat_fee_usd,accessible_tiered_nyse_pass_through_fee_usd,accessible_tiered_finra_pass_through_fee_usd,accessible_tiered_broker_ibkr_pro_tiered_commission_usd
1,1.0,"per-order minimums and percentage caps make the cost per share depend on order size and price, so this table reports USD only; bps conversion is in reference_cost_by_price.csv",0.003,0.0032156,0.0062156,0.003,0.01,0.01,0.02,0.01,0.0082067,0.0084223,0.016629,0.003,0.0002,3e-06,8.75e-07,2.825e-06,0.005
10,1.0,"per-order minimums and percentage caps make the cost per share depend on order size and price, so this table reports USD only; bps conversion is in reference_cost_by_price.csv",0.03,0.032156,0.062155999999999996,0.03,0.1,0.1,0.2,0.1,0.082067,0.084223,0.16629,0.03,0.002,3e-05,8.750000000000001e-06,2.825e-05,0.05
100,1.0,"per-order minimums and percentage caps make the cost per share depend on order size and price, so this table reports USD only; bps conversion is in reference_cost_by_price.csv",0.3,0.32156,0.62156,0.3,1.0,1.0,2.0,1.0,0.670559,0.692119,1.362678,0.3,0.02,0.00030000000000000003,6.125000000000001e-05,0.00019775,0.35000000000000003
500,1.0,"per-order minimums and percentage caps make the cost per share depend on order size and price, so this table reports USD only; bps conversion is in reference_cost_by_price.csv",1.5,1.6078,3.1078,1.5,2.5,2.5,5.0,2.5,3.352795,3.460595,6.81339,1.5,0.1,0.0015,0.00030625,0.00098875,1.75
1000,1.0,"per-order minimums and percentage caps make the cost per share depend on order size and price, so this table reports USD only; bps conversion is in reference_cost_by_price.csv",3.0,3.2156,6.2156,3.0,5.0,5.0,10.0,5.0,6.70559,6.92119,13.62678,3.0,0.2,0.003,0.0006125,0.0019775,3.5
