horizon_ms,observations,observations_dropped_no_future_state,observations_dropped_session_end,observations_unresolved,mean_bps,median_bps,std_bps,p05_bps,p25_bps,p75_bps,p95_bps,prob_positive,prob_negative,prob_zero,zero_return_count,block_bootstrap_se_bps,block_bootstrap_ci_low_bps,block_bootstrap_ci_high_bps,block_bootstrap_unit,block_bootstrap_resamples,block_dispersion_std_bps,symbol_dispersion_std_bps,day_dispersion_std_bps
100,2691000,0,0,0,0.00046030264829615265,0.0,0.5480431959568528,0.0,0.0,0.0,0.0,0.017166852471200297,0.016807506503158678,0.966025641025641,2599575,0.0004132227262535416,-0.0003406849754765555,0.0012708523278828572,SYMBOL_BLOCK,2000,0.0012331830008180202,0.004646360454889392,UNKNOWN_SINGLE_SAMPLE_DAY
250,2691000,0,0,0,0.001617313180999939,0.0,0.7953617989302939,0.0,0.0,0.0,0.0,0.033171311780007436,0.032228911185432925,0.9345997770345597,2515008,0.0006213812250343981,0.000430050766773661,0.002806506759494083,SYMBOL_BLOCK,2000,0.003344019632712025,0.005854695119946315,UNKNOWN_SINGLE_SAMPLE_DAY
500,2691000,0,0,0,0.001258106987767644,0.0,1.0900473013979124,-0.16450628787279126,0.0,0.0,0.19038189947605133,0.054519881085098476,0.053287997027127464,0.8921921218877741,2400889,0.0007019752126284005,-5.6138152460903694e-05,0.0027283416013320046,SYMBOL_BLOCK,2000,0.003439894201673773,0.0076397788029525324,UNKNOWN_SINGLE_SAMPLE_DAY
1000,2691000,0,0,0,0.0012160572471572636,0.0,1.5703284395242114,-0.6795324683189392,0.0,0.0,0.6934860765933811,0.0888312894834634,0.08674619100706057,0.824422519509476,2218521,0.0009924923944352314,-0.000724286526657706,0.0031389317715359347,SYMBOL_BLOCK,2000,0.005443242276872622,0.01108635148087488,UNKNOWN_SINGLE_SAMPLE_DAY
