trading_day,unit,symbol,horizon_ms,bin_index,bin,observations,mean_bps,prob_positive,cells_with_data,note
2019-07-30,SYMBOL,AKAM,100,1,"[-0.8,-0.6)",654,-0.010053528284807817,0.009174311926605505,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,ALGN,100,1,"[-0.8,-0.6)",931,-0.023350977263824513,0.018259935553168637,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,ALXN,100,1,"[-0.8,-0.6)",778,0.016615483440592847,0.028277634961439587,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,AMAT,100,1,"[-0.8,-0.6)",953,-0.03935198831408122,0.007345225603357817,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,AMD,100,1,"[-0.8,-0.6)",2159,-0.042370156647707366,0.002779064381658175,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,AMGN,100,1,"[-0.8,-0.6)",809,0.00353543535887974,0.011124845488257108,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,AMTD,100,1,"[-0.8,-0.6)",1936,-0.02370245160519584,0.0005165289256198347,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,AMZN,100,1,"[-0.8,-0.6)",1138,-0.007755790784732424,0.04130052724077329,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,ATVI,100,1,"[-0.8,-0.6)",1912,-0.035506583719073975,0.004707112970711297,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,AVGO,100,1,"[-0.8,-0.6)",1026,0.004074891117813527,0.01364522417153996,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,BIIB,100,1,"[-0.8,-0.6)",1454,-0.018982230264186203,0.0171939477303989,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,BKNG,100,1,"[-0.8,-0.6)",1539,0.004714037370979979,0.007147498375568551,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,BLUE,100,1,"[-0.8,-0.6)",1939,-0.005955021780381933,0.009283135636926251,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,BYND,100,1,"[-0.8,-0.6)",1497,-0.025028669095549013,0.04609218436873747,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,CELG,100,1,"[-0.8,-0.6)",1595,-0.007785084367172098,0.005015673981191223,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,CERN,100,1,"[-0.8,-0.6)",3078,-0.008389383515729154,0.003898635477582846,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,CGNX,100,1,"[-0.8,-0.6)",1331,-0.044538372804310694,0.004507888805409466,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,CHTR,100,1,"[-0.8,-0.6)",1757,0.00041868364227449047,0.00796812749003984,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,CMCSA,100,1,"[-0.8,-0.6)",1631,-0.030689686226157746,0.0006131207847946045,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,CME,100,1,"[-0.8,-0.6)",901,-0.007257522442496974,0.011098779134295227,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,COST,100,1,"[-0.8,-0.6)",1420,0.007675413388601491,0.011971830985915493,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,CSCO,100,1,"[-0.8,-0.6)",1235,-0.03070349587120025,0.0016194331983805667,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,CSGP,100,1,"[-0.8,-0.6)",790,0.012034170357864114,0.007594936708860759,12,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,CSX,100,1,"[-0.8,-0.6)",1500,-0.018623130639394126,0.005333333333333333,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,CTAS,100,1,"[-0.8,-0.6)",1311,0.0409344957926908,0.009916094584286803,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,CTSH,100,1,"[-0.8,-0.6)",1143,-0.027453095633422506,0.0008748906386701663,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,CTXS,100,1,"[-0.8,-0.6)",965,-0.017460932756335007,0.011398963730569948,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,DISH,100,1,"[-0.8,-0.6)",2022,-0.01098564759442172,0.011374876360039565,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,DLTR,100,1,"[-0.8,-0.6)",1111,-0.014514617078697006,0.0054005400540054005,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,EA,100,1,"[-0.8,-0.6)",928,-0.026936647642789215,0.016163793103448277,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,EBAY,100,1,"[-0.8,-0.6)",698,-0.03808256257912491,0.0,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,EQIX,100,1,"[-0.8,-0.6)",1580,0.007166996485070337,0.021518987341772152,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,EXAS,100,1,"[-0.8,-0.6)",2167,-0.02960871789221066,0.012921089063221043,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,EXPE,100,1,"[-0.8,-0.6)",1037,-0.0018125208904796071,0.01832208293153327,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,FANG,100,1,"[-0.8,-0.6)",1272,0.004581212083686073,0.012578616352201259,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,FB,100,1,"[-0.8,-0.6)",1516,-0.00022164816749441907,0.05408970976253298,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,FISV,100,1,"[-0.8,-0.6)",1701,-0.019504941189590445,0.015285126396237508,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,GHDX,100,1,"[-0.8,-0.6)",1506,-0.03475272216169958,0.0099601593625498,12,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,GILD,100,1,"[-0.8,-0.6)",2467,-0.025005221366882324,0.002837454398054317,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,GOOG,100,1,"[-0.8,-0.6)",983,-0.00011552432182482761,0.056968463886063074,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,GOOGL,100,1,"[-0.8,-0.6)",1129,0.0073675059303443344,0.05491585473870682,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,GRMN,100,1,"[-0.8,-0.6)",1782,-0.01200391243470103,0.003928170594837262,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,HAS,100,1,"[-0.8,-0.6)",664,-0.01814680735030806,0.012048192771084338,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,ILMN,100,1,"[-0.8,-0.6)",1097,-0.005383402475902137,0.01731996353691887,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,INCY,100,1,"[-0.8,-0.6)",867,-0.012542866230560971,0.016147635524798153,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,INTC,100,1,"[-0.8,-0.6)",1897,-0.020276731324937385,0.0005271481286241434,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,INTU,100,1,"[-0.8,-0.6)",1509,-0.019875011553110233,0.01656726308813784,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,IPGP,100,1,"[-0.8,-0.6)",739,-0.004580209155205299,0.013531799729364006,13,recomputed from symbol x 30-minute cell means and counts
2019-07-30,SYMBOL,ISRG,100,1,"[-0.8,-0.6)",1166,-0.00768033328176976,0.015437392795883362,13,recomputed from symbol x 30-minute cell means and counts
