horizon_ms,bin_index,bin,bin_midpoint,observations,observations_total_at_horizon,coverage_fraction,mean_bps,median_bps,std_bps,prob_positive,prob_negative,prob_zero,block_bootstrap_se_bps,block_bootstrap_ci_low_bps,block_bootstrap_ci_high_bps,symbol_dispersion_std_bps,day_dispersion_std_bps,symbols_with_observations
500,4,"[-0.2,0.0)",-0.1,286277,2691000,0.10638312894834634,-0.009037663168166525,0.0,0.8863520560071396,0.04179518438435501,0.04957785641179697,0.9086269592038481,0.001732586614911285,-0.012525824559360434,-0.005753255635103889,0.027122062185522156,UNKNOWN_SINGLE_SAMPLE_DAY,115
500,5,"[0.0,0.2)",0.1,502827,2691000,0.18685507246376812,0.00781204260687207,0.0,1.1418230079190053,0.0605297647103278,0.054591340560471095,0.8848788947292011,0.001601473449383403,0.004746310863962627,0.011016421240868149,0.018400506659590022,UNKNOWN_SINGLE_SAMPLE_DAY,115
500,6,"[0.2,0.4)",0.30000000000000004,349323,2691000,0.12981159420289856,0.025569763094536915,0.0,1.0779584198108143,0.06147319243221889,0.041634819350572394,0.8968919882172087,0.0016210618636735283,0.02240301583022124,0.02863160109802798,0.02114795713532357,UNKNOWN_SINGLE_SAMPLE_DAY,115
500,7,"[0.4,0.6)",0.5,217698,2691000,0.08089855072463768,0.046188992787272,0.0,1.0407592470022446,0.06740071107681284,0.035852419406701024,0.8967468695164862,0.002332325524604443,0.04167359891662255,0.05071487790426654,0.03623793723036797,UNKNOWN_SINGLE_SAMPLE_DAY,115
500,8,"[0.6,0.8)",0.7,167147,2691000,0.062113340765514675,0.06314049987489882,0.0,1.2031380841534605,0.07848779816568649,0.0385828043578407,0.8829293974764728,0.0035299003452607084,0.05648098201895173,0.07021289809321493,0.059082476981899286,UNKNOWN_SINGLE_SAMPLE_DAY,115
500,9,"[0.8,1.0]",0.9,227351,2691000,0.08448569305091044,0.050169201170040555,0.0,1.2260072019852883,0.07534165233493585,0.04077395744905454,0.8838843902160096,0.0032035962990695846,0.044204547457938566,0.056729258974783384,0.10530367844293054,UNKNOWN_SINGLE_SAMPLE_DAY,115
1000,0,"[-1.0,-0.8)",-0.9,237981,2691000,0.08843589743589744,-0.07899585041550027,0.0,1.50638047229044,0.06891726650446885,0.11852626890382005,0.8125564645917112,0.004175628757140179,-0.087548996502501,-0.07118971817125157,0.14422753552845402,UNKNOWN_SINGLE_SAMPLE_DAY,115
1000,1,"[-0.8,-0.6)",-0.7,150157,2691000,0.05579970271274619,-0.10325372115772319,0.0,1.9151048277997835,0.06368001491771945,0.1209267633210573,0.8153932217612233,0.005886652953773332,-0.11526933592331966,-0.09247547730147254,0.08422223263653877,UNKNOWN_SINGLE_SAMPLE_DAY,115
1000,2,"[-0.6,-0.4)",-0.5,235402,2691000,0.08747751765143069,-0.07873713250906354,0.0,1.6167417219124696,0.06293914240320812,0.10842728608932804,0.8286335715074639,0.0038449932254649125,-0.08636016085430273,-0.07176107503519867,0.059826824350507644,UNKNOWN_SINGLE_SAMPLE_DAY,115
1000,3,"[-0.4,-0.2)",-0.30000000000000004,316837,2691000,0.11773950204384986,-0.0389714439749213,0.0,1.4151651010659625,0.06916490182649122,0.0964660061798338,0.8343690919936749,0.0026046339054376245,-0.04406966952875807,-0.03386159407072831,0.03563414877288895,UNKNOWN_SINGLE_SAMPLE_DAY,115
1000,4,"[-0.2,0.0)",-0.1,286277,2691000,0.10638312894834634,-0.018923920017608658,0.0,1.5123482683975076,0.06953754580353992,0.08129189561159297,0.8491705585848671,0.002830187520713097,-0.02470168600035754,-0.013317553206135544,0.03559361960387861,UNKNOWN_SINGLE_SAMPLE_DAY,115
1000,5,"[0.0,0.2)",0.1,502827,2691000,0.18685507246376812,0.013492812335936709,0.0,1.5567393371792797,0.09760812366877673,0.08842405041893137,0.8139678259122919,0.0022228898558125923,0.00938879901516466,0.01806913748552135,0.02664666048545724,UNKNOWN_SINGLE_SAMPLE_DAY,115
1000,6,"[0.2,0.4)",0.30000000000000004,349323,2691000,0.12981159420289856,0.04205200504782522,0.0,1.477222370985785,0.09965561958416709,0.06892188604815601,0.8314224943676769,0.002374313022674034,0.037354996150544106,0.04677200529212102,0.03153227180005209,UNKNOWN_SINGLE_SAMPLE_DAY,115
1000,7,"[0.4,0.6)",0.5,217698,2691000,0.08089855072463768,0.0773837034745998,0.0,1.5272130521852239,0.1099137337044897,0.060694172661209564,0.8293920936343008,0.0035863548115663436,0.07047319792242122,0.08448237213186575,0.05916416097557944,UNKNOWN_SINGLE_SAMPLE_DAY,115
1000,8,"[0.6,0.8)",0.7,167147,2691000,0.062113340765514675,0.10187148016419069,0.0,1.6798661037496925,0.12615841145817752,0.06365654184639868,0.8101850466954238,0.004836464181573737,0.09178779194538685,0.11114429822804327,0.08964599803487242,UNKNOWN_SINGLE_SAMPLE_DAY,115
1000,9,"[0.8,1.0]",0.9,227351,2691000,0.08448569305091044,0.08149546194383296,0.0,1.7164506341282202,0.12112548438317844,0.06737599570707849,0.8114985199097431,0.004745273789448213,0.07245899708795484,0.0910257000594991,0.14805760563998435,UNKNOWN_SINGLE_SAMPLE_DAY,115
