imbalance_bin,spread_class,price_band,observations,mean_signal_signed_mid_move_bps,net_structural_floor_bps,qimb_bound_structural_floor_bps,abstention_gain_structural_floor_bps,net_accessible_fixed_bps,qimb_bound_accessible_fixed_bps,abstention_gain_accessible_fixed_bps,net_accessible_tiered_bps,qimb_bound_accessible_tiered_bps,abstention_gain_accessible_tiered_bps,prob_net_structural_floor_positive,prob_qimb_bound_structural_floor_positive,prob_net_accessible_fixed_positive,prob_qimb_bound_accessible_fixed_positive,prob_net_accessible_tiered_positive,prob_qimb_bound_accessible_tiered_positive,horizon_ms,delay_ms,side_dictated_by,cost_ledger_id,label,note
"[-0.8,-0.6)",ONE_TICK,5-25,653,0.0,-26.19602856844236,0.0,26.19602856844236,-48.155520966408794,0.0,48.155520966408794,-38.09551817003315,0.0,38.09551817003315,0.0,0.0,0.0,0.0,0.0,0.0,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.8,-0.6)",ONE_TICK,25-50,11120,0.036246499058303454,-4.519047456177413,5.364389359915097e-05,4.519101100071012,-8.016253151189265,0.0,8.016253151189265,-6.507104245946188,0.0,6.507104245946188,8.992805755395684e-05,8.992805755395684e-05,0.0,0.0,0.0,0.0,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.8,-0.6)",ONE_TICK,50-100,26510,0.022721194784692457,-2.705964598247318,0.0002084703615330962,2.706173068608851,-4.645160073979089,0.0,4.645160073979089,-3.857607467195799,2.817582677594057e-05,3.857635643022575,0.0004149377593360996,0.0004149377593360996,0.0,0.0,3.772161448509996e-05,3.772161448509996e-05,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.8,-0.6)",ONE_TICK,100-200,4559,0.023060382368864384,-1.5182149599547932,0.00011411296588985357,1.5183290729206829,-2.4416040124931024,0.0,2.4416040124931024,-2.1245246708125163,0.0,2.1245246708125163,0.000877385391533231,0.000877385391533231,0.0,0.0,0.0,0.0,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.8,-0.6)",ONE_TICK,200+,1260,0.021508536359165116,-0.9861016315928228,0.0,0.9861016315928228,-1.4421693181110038,0.0,1.4421693181110038,-1.3415310265200096,0.0,1.3415310265200096,0.0,0.0,0.0,0.0,0.0,0.0,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.8,-0.6)",WIDER_THAN_ONE_TICK,5-25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.8,-0.6)",WIDER_THAN_ONE_TICK,25-50,769,0.06359332110666642,-7.524614274254697,0.0007978193558540094,7.525412093610549,-10.53089460290677,0.0,10.53089460290677,-9.249118999071767,0.0,9.249118999071767,0.0013003901170351106,0.0013003901170351106,0.0,0.0,0.0,0.0,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.8,-0.6)",WIDER_THAN_ONE_TICK,50-100,7114,0.02228470847285995,-6.22258909845637,0.00037788450298500916,6.222966982959355,-7.975125053901078,0.0,7.975125053901078,-7.27402426703824,0.0001047853589463885,7.2741290523971855,0.00042170368287883047,0.00042170368287883047,0.0,0.0,0.0001405678942929435,0.0001405678942929435,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.8,-0.6)",WIDER_THAN_ONE_TICK,100-200,2230,0.029874124774739937,-3.101497928701022,0.0009976706736906198,3.102495599374713,-4.110707730479209,0.00043122460657836194,4.111138955085788,-3.7538802958681696,0.0006146447561012036,3.754494940624271,0.0008968609865470852,0.0008968609865470852,0.0004484304932735426,0.0004484304932735426,0.0004484304932735426,0.0004484304932735426,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.8,-0.6)",WIDER_THAN_ONE_TICK,200+,855,0.017358488548754575,-1.4773580220331866,0.0010589109377131096,1.4784169329708994,-1.933472058918921,0.0,1.933472058918921,-1.8328123000401997,0.00023168860897295192,1.833043988649173,0.0023391812865497076,0.0023391812865497076,0.0,0.0,0.0023391812865497076,0.0023391812865497076,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
