dimension,state,horizon_ms,observations,mean_signed_mid_move_bps,block_bootstrap_se_bps,ci_low_bps,ci_high_bps,hurdle_bps,required_over_signal,mean_abs_deviation_over_half_spread,mean_abs_microprice_adjustment_bps,mean_price_usd,mean_spread_bps,eligible_for_best
strength_band,0.10_to_0.20,2000,257735,0.09438950652353632,0.003995769347245584,0.0864361328567211,0.1021121733996117,4.589703146051951,48.62514187323878,0.1563455637821612,0.25966810045231786,107.92951488932432,3.506362772625104,True
strength_band,gte_0.20,2000,279690,0.17059401147243453,0.005310543291317222,0.16030481783068487,0.1810548359354461,3.6378182147396063,21.32441920640001,0.35397928925420097,0.4126448209350874,88.61478749687153,2.4266309269497035,True
strength_band,abs_dev_over_half_spread_lt_0.02,5000,1379836,0.1174968617380944,0.005333161575149883,0.10752241100478303,0.12775950375756212,7.266126931981213,61.841029832590124,0.07481696428152176,0.12798689216565143,235.42885171861005,6.379439963496643,True
strength_band,0.02_to_0.05,5000,219030,0.09983336692733916,0.01472266901079317,0.07026285381712155,0.1284464708987187,8.536181151670482,85.50428994229249,0.03326301841997817,0.12932427661288307,282.79161407113185,7.9185465328043705,True
strength_band,0.05_to_0.10,5000,289265,0.10663114415100843,0.009028754311439461,0.08914554253667731,0.1240860189300415,5.67443676415672,53.215566702732936,0.0716310402359212,0.16375261741523522,133.78243881907596,4.623425381395785,True
strength_band,0.10_to_0.20,5000,257697,0.1624249712476289,0.008749925087396991,0.1450381587567061,0.17967308212202696,4.6120302260317585,28.39483480037301,0.15634673265135998,0.2596774406936574,107.9299643379628,3.5064772835120825,True
strength_band,gte_0.20,5000,279647,0.2687188802598317,0.00939032025673412,0.2505980876259573,0.2871971693040664,3.6827476107921604,13.704833866646103,0.3539773005336327,0.4126221664479019,88.61680112785047,2.4265371146790176,True
strength_band,abs_dev_over_half_spread_lt_0.02,10000,1379550,0.15120396079835396,0.00974579603376163,0.13268215617137305,0.16999496633552882,7.253126926623231,47.96915959295552,0.07481691955672222,0.12799638494777388,235.42377776448842,6.379934504561701,True
strength_band,0.02_to_0.05,10000,218977,0.141039635292854,0.02409887820552305,0.09470218278678129,0.18902440125769848,8.508723101042499,60.32859545740479,0.03326261925607356,0.12933359052578097,282.80305648538433,7.919138696052778,True
strength_band,0.05_to_0.10,10000,289189,0.15460536713314696,0.01565080057102592,0.12454750164211552,0.18565075097268857,5.6866398329324745,36.78164567233368,0.07163246537550072,0.16376748631315285,133.7814562967471,4.623790126119358,True
strength_band,0.10_to_0.20,10000,257628,0.22220646036012928,0.015442756677458659,0.19258302788773798,0.2519057727991106,4.634294774720664,20.855805754746633,0.15634862660809953,0.25968044163638776,107.93443674600587,3.506513640474282,True
strength_band,gte_0.20,10000,279571,0.33553621103372505,0.015501533799097718,0.305566549993469,0.3657882952933966,3.7256558440971492,11.103587993138184,0.353973055455523,0.41264116657134225,88.6157390072647,2.426661657813972,True
strength_band,abs_dev_over_half_spread_lt_0.02,15000,1379243,0.1649824087896838,0.013430183174588455,0.13869571741999479,0.19070011263320188,7.24544269016128,43.916455962269424,0.07480952065267851,0.12800044111290318,235.4217969929882,6.38070387535026,True
strength_band,0.02_to_0.05,15000,218948,0.17069651496343405,0.03420045444877678,0.1070466805549738,0.23932661370918334,8.484742674825828,49.706595806267025,0.0332618547533644,0.1293408219621717,282.8046762930011,7.919659738186721,True
strength_band,0.05_to_0.10,15000,289118,0.18833199946904922,0.022202056807948314,0.14591238773725368,0.23193633449784587,5.696928477897188,30.249391999013056,0.07163271587568647,0.1637753586348985,133.7809834738757,4.623983605868685,True
strength_band,0.10_to_0.20,15000,257557,0.2451574851363688,0.021083180314984525,0.2027839471625401,0.28657231802429034,4.652741407347705,18.978581888942195,0.1563526242621455,0.2597053270961668,107.93013169900254,3.5068139776461225,True
strength_band,gte_0.20,15000,279499,0.36574019975774996,0.021634037780491517,0.3234616327585476,0.4082429965600622,3.749709726841536,10.252386063454816,0.35397477837896213,0.41267870892650244,88.61322963588421,2.4268932954943763,True
