horizon_ms,observations_valid_state,observations_defined_signal,coverage_fraction,mean_signed_mid_move_bps,block_bootstrap_se_bps,ci_low_bps,ci_high_bps,hurdle_bps,required_over_signal,signal_sign_ok
100,2691000,2425907,0.9014890375325157,0.009110664068827034,0.0003441456196719779,0.008441451276615658,0.009803730784512268,6.497963494494075,713.2261101281792,True
250,2691000,2425907,0.9014890375325157,0.018356239609015983,0.0005752281211120136,0.017275459267743036,0.019523066111711635,6.498284605797612,354.00957626451265,True
500,2691000,2425907,0.9014890375325157,0.03084643311974632,0.0008563372656049934,0.02917597533963571,0.032576858417205194,6.497806873002617,210.65018596406372,True
1000,2691000,2425907,0.9014890375325157,0.05149511600793849,0.001305770154741569,0.04897777850316129,0.054142974351277,6.497874440860437,126.18428590118575,True
2000,2690885,2425798,0.9014870572321002,0.08194948489316614,0.0020546090341042747,0.07793021223903963,0.08602110300992803,6.496800693604689,79.27811507386869,True
5000,2690540,2425475,0.9014826020055453,0.13681461013113025,0.0039898086966369895,0.12917902021458527,0.1446673305819018,6.495855411341824,47.4792524359486,True
10000,2689965,2424915,0.9014671194606622,0.1794870467118761,0.006470318896716387,0.1672126390609472,0.19226410052481696,6.494779825675453,36.185228653860925,True
15000,2689390,2424365,0.9014553486106515,0.19994543334785622,0.008712625020931801,0.18348201920148194,0.21747570121777332,6.494242557016495,32.480074429697524,True
