attempts,attempts_skipped_no_quote,attempts_skipped_zero_imbalance,fill_events,attempts_with_fill,attempts_no_fill,attempts_complete,attempts_partial_only,ttl_expired,session_end_open,orphan_executes,orphan_cancels,orphan_deletes,orphan_replaces,duplicate_add_refs,level_aggregate_mismatches,priority_anomalies,priority_anomaly_shares,hidden_flow_shares,executed_shares_at_level,exits_resolved,exits_unavailable,exit_lag_mean_ns,exit_lag_max_ns,halts,cross_messages,frames_verified
2458422,0,232578,21297,0,2442654,11871,3897,2442654,0,0,0,0,0,0,0,2202,258709,1675831,31910215,110324,52,195900.33944563285,5743401,115,230,282229684
