subset,attempts,filled_attempts,fill_rate,filled_shares,shares_per_attempt,partial_fill_attempts,complete_fill_attempts,partial_fill_share_of_fills,median_time_to_first_fill_ms,p90_time_to_first_fill_ms,median_queue_ahead_shares,median_queue_ahead_orders,queue_ahead_zero_share,filled_share_of_attempts,gross_bps_per_filled_share,net_floor_bps_per_filled_share,net_fixed_bps_per_filled_share,ev_per_attempt_usd_floor,ev_per_attempt_usd_fixed,ev_per_attempt_bps_floor,ev_per_attempt_bps_fixed,rebate_sensitivity_ev_per_attempt_usd
"|I|[0,0.2)",193503,1673,0.008645860787688047,148772.0,0.7688356252874633,286,1387,0.17095038852361027,534.719267,911.3711982000001,627.0,5.0,0.0,0.7688356252874633,-1.510973146189428,-0.20830938995340137,-0.3010011153505774,-0.0012334593957783497,-0.001726077657948556,-0.0018640229523919799,-0.002608475303718284,0.00015044472973908428
"|I|[0.2,0.4)",224672,1810,0.008056188577125766,161666.0,0.7195645207235437,296,1514,0.16353591160220995,532.6166335,904.7797681000001,600.0,5.0,0.0,0.7195645207235437,-1.5303713936348557,-0.15370300587824523,-0.23768752113567532,-0.0008287661216556985,-0.0012551710590368603,-0.0011804804529703906,-0.0017878444371821403,0.0004664500156466802
"|I|[0.4,0.6)",159643,1236,0.007742274950984384,109999.0,0.6890311507551223,217,1019,0.1755663430420712,532.374943,925.295082,701.0,6.0,0.0,0.6890311507551223,-1.633064816771913,-0.2480199701292285,-0.3398671129256198,-0.001499636987982131,-0.0019481144981991858,-0.00211730041643402,-0.0027504947339612013,-0.00025938091662291063
"|I|[0.6,0.8)",111204,897,0.008066256609474479,79925.0,0.7187241466134312,154,743,0.1716833890746934,547.68919,919.3302623999999,800.0,6.0,0.0,0.7187241466134312,-1.4912336657781693,-0.18476830537250488,-0.2748020266491549,-0.0011339273706978,-0.0015736904748219543,-0.0015562475487930082,-0.0021597961274128744,0.00015977609320637614
"|I|[0.8,1.0001)",48746,451,0.009252041193123539,38310.0,0.7859106388216469,97,354,0.21507760532150777,542.119377,928.507738,952.0,6.0,0.0,0.7859106388216469,-1.4031948528768958,-0.20868082263034923,-0.2722546219816365,-0.0016054310657038758,-0.002092508005769115,-0.001983764576800306,-0.0025856253483520714,-0.0001907919158249114
