delay_ms,horizon_ms,cost_regime,observations,decision_rows_total,decision_rows_with_zero_or_missing_imbalance,observations_decision_state_valid,arrival_missing,future_missing,mean_gross_markout_bps,mean_markout_long_bps,mean_markout_short_bps,mean_cross_to_cross_bps,mean_known_cost_bps,mean_cost_adjusted_bps,median_cost_adjusted_bps,prob_adjusted_positive,representative_order_shares,block_bootstrap_se_bps,block_bootstrap_ci_low_bps,block_bootstrap_ci_high_bps,label
25,100,accessible_tiered,1340431,1427400,86969,1340431,0,0,-1.6729507755296984,-1.6843962566721973,-1.6845791229264198,-1.6784808810598772,5.646455910450793,-7.319406685980491,-5.7507578797658265,0.00034093511713769673,100.0,0.2182295704604489,-7.754980019576224,-6.891632766504673,IDEALIZED_REFERENCE_EXECUTION
25,250,structural_floor,1340431,1427400,86969,1340431,0,0,-1.6572379516537727,-1.6828798593678873,-1.6860955202307302,-1.6702158819930717,2.6830820586852933,-4.340320010339066,-3.3473388060667797,0.0022507685960709654,100.0,0.12493095670281133,-4.591703469405535,-4.10779280079237,IDEALIZED_REFERENCE_EXECUTION
25,250,accessible_fixed,1340431,1427400,86969,1340431,0,0,-1.6572379516537727,-1.6828798593678873,-1.6860955202307302,-1.6702158819930717,7.997036509072779,-9.65427446072655,-7.392871816180647,0.0006482989426535196,100.0,0.3221943067626146,-10.310207098517761,-9.054205344042606,IDEALIZED_REFERENCE_EXECUTION
25,250,accessible_tiered,1340431,1427400,86969,1340431,0,0,-1.6572379516537727,-1.6828798593678873,-1.6860955202307302,-1.6702158819930717,5.646455910450793,-7.303693862104566,-5.727720777633889,0.0008482346349793462,100.0,0.22991052093088346,-7.774128204888127,-6.881842418797638,IDEALIZED_REFERENCE_EXECUTION
25,500,structural_floor,1340431,1427400,86969,1340431,0,0,-1.637387104603297,-1.6823439048409767,-1.6866314747576403,-1.6602543865059278,2.6830820586852933,-4.32046916328859,-3.3420774001845057,0.004479902359763389,100.0,0.12313017476285781,-4.560509697176887,-4.078610359482403,IDEALIZED_REFERENCE_EXECUTION
25,500,accessible_fixed,1340431,1427400,86969,1340431,0,0,-1.637387104603297,-1.6823439048409767,-1.6866314747576403,-1.6602543865059278,7.997036509072779,-9.634423613676077,-7.374564131732418,0.0012660107084959988,100.0,0.3202372237827792,-10.265585178377794,-8.997274010626448,IDEALIZED_REFERENCE_EXECUTION
25,500,accessible_tiered,1340431,1427400,86969,1340431,0,0,-1.637387104603297,-1.6823439048409767,-1.6866314747576403,-1.6602543865059278,5.646455910450793,-7.28384301505409,-5.627305189003081,0.0016285806580122364,100.0,0.228022217274206,-7.734208649959565,-6.8291907628037585,IDEALIZED_REFERENCE_EXECUTION
25,1000,structural_floor,1340372,1427400,86969,1340431,0,59,-1.6030812867612378,-1.6811456345648927,-1.6878501028970956,-1.642178846959181,2.6830837990609298,-4.286165085822168,-3.3258876509182267,0.009520491326288523,100.0,0.11786686936319038,-4.529581837338247,-4.070867401782958,IDEALIZED_REFERENCE_EXECUTION
25,1000,accessible_fixed,1340372,1427400,86969,1340431,0,59,-1.6030812867612378,-1.6811456345648927,-1.6878501028970956,-1.642178846959181,7.997042127718901,-9.600123414480139,-7.34221046339735,0.002670154255684243,100.0,0.3083668974301418,-10.240041982433077,-9.02176805387209,IDEALIZED_REFERENCE_EXECUTION
25,1000,accessible_tiered,1340372,1427400,86969,1340431,0,59,-1.6030812867612378,-1.6811456345648927,-1.6878501028970956,-1.642178846959181,5.646459732866318,-7.249541019627557,-5.581545714640862,0.0034609794892761113,100.0,0.21915019040687483,-7.703470290992376,-6.855004866923134,IDEALIZED_REFERENCE_EXECUTION
50,100,structural_floor,1340431,1427400,86969,1340431,0,0,-1.673444088928408,-1.6834705896740907,-1.6848604538013081,-1.6786391495306452,2.6830820487825466,-4.356526137710954,-3.3517347809587617,0.0008810598978985117,100.0,0.12356007931838284,-4.600663143251728,-4.116129988578345,IDEALIZED_REFERENCE_EXECUTION
50,100,accessible_fixed,1340431,1427400,86969,1340431,0,0,-1.673444088928408,-1.6834705896740907,-1.6848604538013081,-1.6786391495306452,7.997036477102653,-9.670480566031058,-7.413576918540905,0.0002626021033533244,100.0,0.32268227967190694,-10.298605866489705,-9.019360218728654,IDEALIZED_REFERENCE_EXECUTION
50,100,accessible_tiered,1340431,1427400,86969,1340431,0,0,-1.673444088928408,-1.6834705896740907,-1.6848604538013081,-1.6786391495306452,5.646455888701229,-7.319899977629636,-5.752410744825499,0.0003170621986510309,100.0,0.22959063806915572,-7.760838396551123,-6.864993499208089,IDEALIZED_REFERENCE_EXECUTION
50,250,structural_floor,1340431,1427400,86969,1340431,0,0,-1.6581037890899077,-1.6820940721595048,-1.6862369713158942,-1.670660050235565,2.6830820487825466,-4.341185837872454,-3.3477431562085473,0.0022074989313138832,100.0,0.11788976357238691,-4.581677010428358,-4.117543416997524,IDEALIZED_REFERENCE_EXECUTION
50,250,accessible_fixed,1340431,1427400,86969,1340431,0,0,-1.6581037890899077,-1.6820940721595048,-1.6862369713158942,-1.670660050235565,7.997036477102653,-9.65514026619256,-7.393951569981663,0.0006229339667614372,100.0,0.30774061264001745,-10.263183628261764,-9.055678748772307,IDEALIZED_REFERENCE_EXECUTION
50,250,accessible_tiered,1340431,1427400,86969,1340431,0,0,-1.6581037890899077,-1.6820940721595048,-1.6862369713158942,-1.670660050235565,5.646455888701229,-7.3045596777911355,-5.730620662261698,0.0008198855442764305,100.0,0.21882637139098426,-7.740340312762921,-6.880196730108272,IDEALIZED_REFERENCE_EXECUTION
50,500,structural_floor,1340431,1427400,86969,1340431,0,0,-1.6383018635689954,-1.6817111782596579,-1.6866198652157414,-1.6606127075377128,2.6830820487825466,-4.321383912351542,-3.342240017544743,0.004437378723709016,100.0,0.11997776144511334,-4.5617168029354165,-4.100512171130259,IDEALIZED_REFERENCE_EXECUTION
50,500,accessible_fixed,1340431,1427400,86969,1340431,0,0,-1.6383018635689954,-1.6817111782596579,-1.6866198652157414,-1.6606127075377128,7.997036477102653,-9.635338340671646,-7.375772867511722,0.0012563123353607907,100.0,0.3110304002475044,-10.255064039501185,-9.06626972067592,IDEALIZED_REFERENCE_EXECUTION
50,500,accessible_tiered,1340431,1427400,86969,1340431,0,0,-1.6383018635689954,-1.6817111782596579,-1.6866198652157414,-1.6606127075377128,5.646455888701229,-7.284757752270224,-5.629422901924293,0.0016069458256336953,100.0,0.22156011474150658,-7.728706130704632,-6.87893842970596,IDEALIZED_REFERENCE_EXECUTION
50,1000,structural_floor,1340372,1427400,86969,1340431,0,59,-1.6046002134194948,-1.6807568667572432,-1.687595944647385,-1.6428169861383957,2.683083788954374,-4.287684002373869,-3.327870638874799,0.009464536710704193,100.0,0.11918790723839028,-4.514785693412803,-4.051310448182751,IDEALIZED_REFERENCE_EXECUTION
50,1000,accessible_fixed,1340372,1427400,86969,1340431,0,59,-1.6046002134194948,-1.6807568667572432,-1.687595944647385,-1.6428169861383957,7.997042095090796,-9.601642308510291,-7.343275468315543,0.00266120151719075,100.0,0.3124286182390333,-10.211211930301976,-8.988593066939565,IDEALIZED_REFERENCE_EXECUTION
50,1000,accessible_tiered,1340372,1427400,86969,1340431,0,59,-1.6046002134194948,-1.6807568667572432,-1.687595944647385,-1.6428169861383957,5.6464597106691246,-7.2510599240886195,-5.584383868456521,0.0034736625354752264,100.0,0.2219875769009325,-7.681644857461502,-6.814293815769253,IDEALIZED_REFERENCE_EXECUTION
100,100,structural_floor,1340431,1427400,86969,1340431,0,0,-1.6732315928355743,-1.6831515479855186,-1.6846762076335648,-1.678385921351152,2.6830822070290115,-4.356313799864586,-3.3513160069135166,0.000813917314654764,100.0,0.12254412003815864,-4.596490769871671,-4.120085964238837,IDEALIZED_REFERENCE_EXECUTION
100,100,accessible_fixed,1340431,1427400,86969,1340431,0,0,-1.6732315928355743,-1.6831515479855186,-1.6846762076335648,-1.678385921351152,7.997036987987123,-9.670268580822698,-7.413576918540905,0.00022828478302874225,100.0,0.3182924633023988,-10.313277027506059,-9.049856834462732,IDEALIZED_REFERENCE_EXECUTION
100,100,accessible_tiered,1340431,1427400,86969,1340431,0,0,-1.6732315928355743,-1.6831515479855186,-1.6846762076335648,-1.678385921351152,5.646456236260532,-7.3196878290961065,-5.7516749761839145,0.0003163161699483226,100.0,0.22663055241606217,-7.774818541812779,-6.881914947059191,IDEALIZED_REFERENCE_EXECUTION
100,250,structural_floor,1340431,1427400,86969,1340431,0,0,-1.6589192186832387,-1.681681801741589,-1.6861459538774939,-1.6710916645268425,2.6830822070290115,-4.342001425712249,-3.3477431562085473,0.002150800749908052,100.0,0.12000621003631538,-4.572454094578061,-4.105205228825687,IDEALIZED_REFERENCE_EXECUTION
100,250,accessible_fixed,1340431,1427400,86969,1340431,0,0,-1.6589192186832387,-1.681681801741589,-1.6861459538774939,-1.6710916645268425,7.997036987987123,-9.655956206670362,-7.394086561384702,0.000596076933463938,100.0,0.3131443163370608,-10.249889872926133,-9.042152015353082,IDEALIZED_REFERENCE_EXECUTION
100,250,accessible_tiered,1340431,1427400,86969,1340431,0,0,-1.6589192186832387,-1.681681801741589,-1.6861459538774939,-1.6710916645268425,5.646456236260532,-7.30537545494377,-5.731440980175947,0.000775123822113932,100.0,0.22276014209278092,-7.724480550569827,-6.87371235257419,IDEALIZED_REFERENCE_EXECUTION
100,500,structural_floor,1340431,1427400,86969,1340431,0,0,-1.6398589466394982,-1.6819971757308783,-1.6858305798882052,-1.6613472233402424,2.6830822070290115,-4.322941153668509,-3.3426430560451657,0.00435606159511381,100.0,0.11980763099377237,-4.5646088053112495,-4.09099018522021,IDEALIZED_REFERENCE_EXECUTION
100,500,accessible_fixed,1340431,1427400,86969,1340431,0,0,-1.6398589466394982,-1.6819971757308783,-1.6858305798882052,-1.6613472233402424,7.997036987987123,-9.63689593462662,-7.37590719594742,0.0012227410437389168,100.0,0.31148937228047,-10.257350785766631,-9.014807822934952,IDEALIZED_REFERENCE_EXECUTION
100,500,accessible_tiered,1340431,1427400,86969,1340431,0,0,-1.6398589466394982,-1.6819971757308783,-1.6858305798882052,-1.6613472233402424,5.646456236260532,-7.286315182900029,-5.63338299340138,0.0015659142469847385,100.0,0.22179567516838697,-7.7295118523638955,-6.848028073437336,IDEALIZED_REFERENCE_EXECUTION
100,1000,structural_floor,1340372,1427400,86969,1340431,0,59,-1.6071214330620145,-1.680495424766344,-1.6873533620250991,-1.6440231964473346,2.683083947183987,-4.290205380246001,-3.331530078615904,0.009394406925838499,100.0,0.11845925875845092,-4.516757371759233,-4.058848510335486,IDEALIZED_REFERENCE_EXECUTION
100,1000,accessible_fixed,1340372,1427400,86969,1340431,0,59,-1.6071214330620145,-1.680495424766344,-1.6873533620250991,-1.6440231964473346,7.997042605920862,-9.604164038982876,-7.344473968216741,0.0026246445016756543,100.0,0.30911328132691096,-10.205939775897795,-9.002176601543068,IDEALIZED_REFERENCE_EXECUTION
100,1000,accessible_tiered,1340372,1427400,86969,1340431,0,59,-1.6071214330620145,-1.680495424766344,-1.6873533620250991,-1.6440231964473346,5.646460058191416,-7.2535814912534295,-5.588882600550383,0.0034318830891722596,100.0,0.21980057385681845,-7.679351266105634,-6.824789894760376,IDEALIZED_REFERENCE_EXECUTION
250,100,structural_floor,1340431,1427400,86969,1340431,0,0,-1.6745070910688755,-1.682822897189255,-1.6838721844484692,-1.6788847490208638,2.6830810799799054,-4.357588171048781,-3.3517213816525264,0.0008280918600062219,100.0,0.11800934736521239,-4.586372728918261,-4.128994771246388,IDEALIZED_REFERENCE_EXECUTION
250,100,accessible_fixed,1340431,1427400,86969,1340431,0,0,-1.6745070910688755,-1.682822897189255,-1.6838721844484692,-1.6788847490208638,7.99703334941051,-9.671540440479387,-7.413777790674873,0.00023947521356936687,100.0,0.30328605039691975,-10.262755705720476,-9.064013844449043,IDEALIZED_REFERENCE_EXECUTION
250,100,accessible_tiered,1340431,1427400,86969,1340431,0,0,-1.6745070910688755,-1.682822897189255,-1.6838721844484692,-1.6788847490208638,5.646453760904115,-7.320960851972991,-5.753237546943635,0.00029318928016436503,100.0,0.21651212723896962,-7.741331674136156,-6.892062157626939,IDEALIZED_REFERENCE_EXECUTION
250,250,structural_floor,1340431,1427400,86969,1340431,0,0,-1.6626679780658546,-1.6828601955541143,-1.6838348860836096,-1.67289061637743,2.6830810799799054,-4.34574905804576,-3.348310857971009,0.0020702296500155547,100.0,0.12044785876500688,-4.5916758632768895,-4.1220412840938145,IDEALIZED_REFERENCE_EXECUTION
250,250,accessible_fixed,1340431,1427400,86969,1340431,0,0,-1.6626679780658546,-1.6828601955541143,-1.6838348860836096,-1.67289061637743,7.99703334941051,-9.659701327476364,-7.3953017058513035,0.0005975689908693547,100.0,0.31290557491096904,-10.298980528625686,-9.08980653849669,IDEALIZED_REFERENCE_EXECUTION
250,250,accessible_tiered,1340431,1427400,86969,1340431,0,0,-1.6626679780658546,-1.6828601955541143,-1.6838348860836096,-1.67289061637743,5.646453760904115,-7.309121738969969,-5.735546226585291,0.0007512509036272662,100.0,0.2227637601665565,-7.76891816882039,-6.897604606743029,IDEALIZED_REFERENCE_EXECUTION
250,500,structural_floor,1340431,1427400,86969,1340431,0,0,-1.6451588228452825,-1.6825090189320207,-1.6841860627057033,-1.663894017745116,2.6830810799799054,-4.328239902825187,-3.3443412486216006,0.004300855471113396,100.0,0.12754569967355608,-4.576411909266834,-4.09000515351914,IDEALIZED_REFERENCE_EXECUTION
250,500,accessible_fixed,1340431,1427400,86969,1340431,0,0,-1.6451588228452825,-1.6825090189320207,-1.6841860627057033,-1.663894017745116,7.99703334941051,-9.642192172255792,-7.379401453448717,0.0012361695603876665,100.0,0.33211535541015647,-10.295653550164655,-9.017921130130532,IDEALIZED_REFERENCE_EXECUTION
250,500,accessible_tiered,1340431,1427400,86969,1340431,0,0,-1.6451588228452825,-1.6825090189320207,-1.6841860627057033,-1.663894017745116,5.646453760904115,-7.291612583749397,-5.6493454074623175,0.0015569619025522388,100.0,0.23642987494621812,-7.75333541493774,-6.854276251665537,IDEALIZED_REFERENCE_EXECUTION
250,1000,structural_floor,1340372,1427400,86969,1340431,0,59,-1.613986370138912,-1.6797514739664043,-1.6869660034931306,-1.6473581609837338,2.6830828198379963,-4.2970691899769085,-3.3352766909950566,0.009207145479016273,100.0,0.12026923127647603,-4.5356518499346015,-4.064334117903544,IDEALIZED_REFERENCE_EXECUTION
250,1000,accessible_fixed,1340372,1427400,86969,1340431,0,59,-1.613986370138912,-1.6797514739664043,-1.6869660034931306,-1.6473581609837338,7.997038966385784,-9.611025336524696,-7.35039521826787,0.002589579609242807,100.0,0.31356179446605514,-10.242604924916098,-9.006555243271803,IDEALIZED_REFERENCE_EXECUTION
250,1000,accessible_tiered,1340372,1427400,86969,1340431,0,59,-1.613986370138912,-1.6797514739664043,-1.6869660034931306,-1.6473581609837338,5.646457582182947,-7.260443952321858,-5.595653396712221,0.003368467858176685,100.0,0.2230300204042313,-7.701329532577676,-6.834691993774854,IDEALIZED_REFERENCE_EXECUTION
500,100,structural_floor,1340431,1427400,86969,1340431,0,0,-1.6758904952998817,-1.6833890660963824,-1.6828350930289517,-1.6793619140325782,2.683080750111043,-4.358971245410925,-3.3522905221577033,0.0007833301378437234,100.0,0.1216561686090893,-4.598677327136916,-4.136258470679553,IDEALIZED_REFERENCE_EXECUTION
500,100,accessible_fixed,1340431,1427400,86969,1340431,0,0,-1.6758904952998817,-1.6833890660963824,-1.6828350930289517,-1.6793619140325782,7.997032284458574,-9.672922779758457,-7.415884646767032,0.0002454434431910333,100.0,0.3169168604714959,-10.310123573735174,-9.086208752021712,IDEALIZED_REFERENCE_EXECUTION
500,100,accessible_tiered,1340431,1427400,86969,1340431,0,0,-1.6758904952998817,-1.6833890660963824,-1.6828350930289517,-1.6793619140325782,5.6464530364077286,-7.3223435317076095,-5.756547221910767,0.0002887131079481152,100.0,0.2255666211604186,-7.773770789048798,-6.9089988013452395,IDEALIZED_REFERENCE_EXECUTION
500,250,structural_floor,1340431,1427400,86969,1340431,0,0,-1.6656023752510474,-1.6827596286759174,-1.683464530449417,-1.6741155926999407,2.683080750111043,-4.348683125362091,-3.348474122446815,0.0020538170185559717,100.0,0.12112385481466421,-4.5810246019243905,-4.115640497267625,IDEALIZED_REFERENCE_EXECUTION
500,250,accessible_fixed,1340431,1427400,86969,1340431,0,0,-1.6656023752510474,-1.6827596286759174,-1.683464530449417,-1.6741155926999407,7.997032284458574,-9.66263465970962,-7.396382169607958,0.0006214419093560205,100.0,0.3161526239500144,-10.282747993996702,-9.056677135794986,IDEALIZED_REFERENCE_EXECUTION
500,250,accessible_tiered,1340431,1427400,86969,1340431,0,0,-1.6656023752510474,-1.6827596286759174,-1.683464530449417,-1.6741155926999407,5.6464530364077286,-7.3120554116587755,-5.736748200814655,0.0007490128175191412,100.0,0.22489956915851003,-7.753807347808355,-6.886890194405914,IDEALIZED_REFERENCE_EXECUTION
500,500,structural_floor,1340431,1427400,86969,1340431,0,0,-1.6496232212108939,-1.682141227975721,-1.6840829311496133,-1.6657656793503275,2.683080750111043,-4.332703971321937,-3.345637368794776,0.004209839969382982,100.0,0.12249814993942867,-4.573297509922283,-4.094364697766191,IDEALIZED_REFERENCE_EXECUTION
500,500,accessible_fixed,1340431,1427400,86969,1340431,0,0,-1.6496232212108939,-1.682141227975721,-1.6840829311496133,-1.6657656793503275,7.997032284458574,-9.646655505669468,-7.38424512538179,0.0012272172159551666,100.0,0.3195209357796871,-10.280304661812636,-9.041334512864593,IDEALIZED_REFERENCE_EXECUTION
500,500,accessible_tiered,1340431,1427400,86969,1340431,0,0,-1.6496232212108939,-1.682141227975721,-1.6840829311496133,-1.6657656793503275,5.6464530364077286,-7.296076257618622,-5.671230033646475,0.0015442794146061976,100.0,0.22730466911399777,-7.746822499309462,-6.8601465405413435,IDEALIZED_REFERENCE_EXECUTION
500,1000,structural_floor,1340372,1427400,86969,1340431,0,59,-1.6223998571064344,-1.679104253288836,-1.687143531981166,-1.651533576253752,2.6830824895755483,-4.305482346681983,-3.3381235144747476,0.009109411417128977,100.0,0.11913690089986106,-4.5384613504254245,-4.078174597004925,IDEALIZED_REFERENCE_EXECUTION
500,1000,accessible_fixed,1340372,1427400,86969,1340431,0,59,-1.6223998571064344,-1.679104253288836,-1.687143531981166,-1.651533576253752,7.997037900163191,-9.619437757269624,-7.354596609636259,0.002587341424619434,100.0,0.3149213734097348,-10.229271688873972,-9.018600847656462,IDEALIZED_REFERENCE_EXECUTION
500,1000,accessible_tiered,1340372,1427400,86969,1340431,0,59,-1.6223998571064344,-1.679104253288836,-1.687143531981166,-1.651533576253752,5.6464568568221205,-7.268856713928553,-5.603904585155733,0.0033453399504018285,100.0,0.223271248585297,-7.698886116817119,-6.839998952656431,IDEALIZED_REFERENCE_EXECUTION
1000,100,structural_floor,1340372,1427400,86969,1340431,0,59,-1.6754382616784904,-1.6816437615651523,-1.682189320178411,-1.6781790078741046,2.6830810212799987,-4.35851928295849,-3.352454200447534,0.0009072108340072755,100.0,0.12143835902707713,-4.606583703493425,-4.131346435941215,IDEALIZED_REFERENCE_EXECUTION
