trading_day,unit,unit_id,trading_days,symbols,grid_points_per_symbol,decision_observations,expected_observations_if_always_quoted,valid_book_state_fraction,missing_state_fraction,note,first_decision_utc_ns,last_decision_utc_ns
2019-07-30,POOLED,ALL_DEV_SCOPE_SYMBOLS,1,61,234000,14274000,14274000,1.0,0.0,MISSING = no two-sided book at the grid instant; the split into never-quoted / halted / one-sided is not observable from this product,,
2019-07-30,SYMBOL,AABA,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,AAL,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,AAPL,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,ADBE,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,ADI,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,ALXN,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,AMAT,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,AMD,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,AMTD,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,AMZN,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,ATVI,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,BYND,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,CMCSA,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,CRZO,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,CSCO,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,CSX,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,CTSH,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,DISCA,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,DLTR,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,EA,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,EBAY,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,ETFC,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,FB,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,FISV,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,FITB,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,GILD,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,GOOG,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,GOOGL,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,INTC,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,KHC,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,LRCX,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,MAT,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,MCHP,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,MDLZ,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,MRVL,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,MSFT,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,MU,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,NFLX,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,NVDA,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,NWL,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,NXPI,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,ON,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,PAYX,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,PEP,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,PTEN,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,PYPL,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,QCOM,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,ROKU,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,ROST,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,SBUX,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,SSNC,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,STLD,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,TER,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,TMUS,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,TSLA,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
2019-07-30,SYMBOL,TXN,1,1,234000,234000,234000,1.0,0.0,,34200000000000,57599900000000
