trading_day,unit,unit_id,imbalance_count,imbalance_mean,imbalance_median,imbalance_std,imbalance_p01,imbalance_p05,imbalance_p25,imbalance_p75,imbalance_p95,imbalance_p99,imbalance_min,imbalance_max,imbalance_extreme_fraction_abs_ge_threshold,"bin_[-1.0,-0.8)_count","bin_[-1.0,-0.8)_fraction","bin_[-0.8,-0.6)_count","bin_[-0.8,-0.6)_fraction","bin_[-0.6,-0.4)_count","bin_[-0.6,-0.4)_fraction","bin_[-0.4,-0.2)_count","bin_[-0.4,-0.2)_fraction","bin_[-0.2,0.0)_count","bin_[-0.2,0.0)_fraction","bin_[0.0,0.2)_count","bin_[0.0,0.2)_fraction","bin_[0.2,0.4)_count","bin_[0.2,0.4)_fraction","bin_[0.4,0.6)_count","bin_[0.4,0.6)_fraction","bin_[0.6,0.8)_count","bin_[0.6,0.8)_fraction","bin_[0.8,1.0]_count","bin_[0.8,1.0]_fraction"
2019-07-30,POOLED,ALL_DEV_SCOPE_SYMBOLS,14274000,0.012390042655169964,0.0,0.48288872838020325,-0.9801980257034302,-0.8181818127632141,-0.3333333432674408,0.3465000092983246,0.8340249061584473,0.9801980257034302,-0.999846339225769,0.9997754096984863,0.11564768109850077,790116,0.05535350987810004,832565,0.05832737845032927,1377631,0.09651331091495026,1764580,0.12362197001541264,1731704,0.12131876138433516,2539930,0.1779410116295362,2027349,0.142030895334174,1376248,0.0964164214656018,982558,0.06883550511419363,851319,0.05964123581336696
2019-07-30,SYMBOL,AABA,234000,0.04822477325797081,0.04803493618965149,0.4862764775753021,-0.9230769276618958,-0.75,-0.3333333432674408,0.4585232436656952,0.7905759215354919,0.8994975090026855,-0.9992003440856934,0.9988242387771606,0.08466666666666667,8148,0.03482051282051282,16702,0.07137606837606837,26035,0.11126068376068377,27043,0.11556837606837607,26507,0.11327777777777778,30727,0.1313119658119658,31552,0.13483760683760684,27272,0.11654700854700854,28661,0.12248290598290598,11353,0.04851709401709402
2019-07-30,SYMBOL,AAL,234000,0.021010171622037888,0.00200803205370903,0.4246535897254944,-0.8574483394622803,-0.6822875142097473,-0.29411765933036804,0.3333333432674408,0.720708429813385,0.9130434989929199,-0.998670220375061,0.9984627366065979,0.049055555555555554,5008,0.021401709401709403,13555,0.05792735042735043,22357,0.09554273504273504,32427,0.13857692307692307,37156,0.1587863247863248,38782,0.16573504273504275,36231,0.15483333333333332,25393,0.10851709401709402,16696,0.07135042735042735,6395,0.02732905982905983
2019-07-30,SYMBOL,AAPL,234000,-0.03763449564576149,-0.008130080997943878,0.5044222474098206,-0.953125,-0.8522727489471436,-0.43478259444236755,0.3512093126773834,0.820652186870575,0.9491525292396545,-0.9995450973510742,0.9984785318374634,0.13114957264957264,17045,0.07284188034188034,20952,0.08953846153846154,26074,0.11142735042735043,28131,0.12021794871794872,26105,0.11155982905982906,37523,0.16035470085470085,25623,0.1095,22603,0.09659401709401709,16521,0.0706025641025641,13423,0.05736324786324786
2019-07-30,SYMBOL,ADBE,234000,0.08649037033319473,0.04477611929178238,0.6151459217071533,-0.9801980257034302,-0.9471365809440613,-0.33993399143218994,0.5789473652839661,0.9830508232116699,0.9933554530143738,-0.9982110857963562,0.9991670250892639,0.32498290598290597,31915,0.1363888888888889,10622,0.04539316239316239,12944,0.055316239316239316,17143,0.07326068376068376,20342,0.08693162393162393,38862,0.16607692307692307,27525,0.11762820512820513,17303,0.07394444444444444,13372,0.057145299145299144,43972,0.18791452991452992
2019-07-30,SYMBOL,ADI,234000,-0.018924972042441368,0.0,0.4559366703033447,-0.9801980257034302,-0.9138755798339844,-0.3333333432674408,0.3333333432674408,0.7593985199928284,0.9620253443717957,-0.9975031018257141,0.9950124621391296,0.1265128205128205,18633,0.07962820512820513,8136,0.03476923076923077,15744,0.06728205128205128,31408,0.13422222222222221,15688,0.06704273504273504,69985,0.2990811965811966,38500,0.16452991452991453,16877,0.07212393162393163,8088,0.03456410256410256,10941,0.04675641025641026
2019-07-30,SYMBOL,ALXN,234000,-0.010671966709196568,0.0,0.49579963088035583,-0.9900497794151306,-0.9607843160629272,-0.3333333432674408,0.3333333432674408,0.9047619104385376,0.9890410900115967,-0.9986675381660461,0.9972826242446899,0.16515384615384615,22081,0.09436324786324786,7872,0.03364102564102564,16914,0.07228205128205129,27797,0.11879059829059829,21809,0.09320085470085471,57400,0.2452991452991453,37537,0.16041452991452992,16272,0.06953846153846154,9753,0.041679487179487176,16565,0.07079059829059829
2019-07-30,SYMBOL,AMAT,234000,0.11978506296873093,0.1472868174314499,0.4376162588596344,-0.8348624110221863,-0.6255468130111694,-0.20409391820430756,0.4614379107952118,0.7819148898124695,0.9512194991111755,-0.9988610744476318,0.9985085725784302,0.05708974358974359,3064,0.013094017094017094,9675,0.041346153846153845,20382,0.0871025641025641,25902,0.11069230769230769,27654,0.11817948717948717,38002,0.1624017094017094,39323,0.16804700854700855,34208,0.1461880341880342,25566,0.10925641025641025,10224,0.04369230769230769
2019-07-30,SYMBOL,AMD,234000,-0.009037372656166553,-0.010453762486577034,0.4675605893135071,-0.8974644541740417,-0.7504903078079224,-0.38461539149284363,0.35383203625679016,0.7629529237747192,0.9000499844551086,-0.9997561573982239,0.9997335076332092,0.06872649572649572,7446,0.03182051282051282,21523,0.09197863247863249,27680,0.11829059829059829,29585,0.12643162393162394,32496,0.13887179487179488,33048,0.14123076923076924,30399,0.12991025641025641,24307,0.10387606837606837,18909,0.0808076923076923,8607,0.03678205128205128
2019-07-30,SYMBOL,AMTD,234000,-0.02242901548743248,-0.013533834367990494,0.43789446353912354,-0.8428005576133728,-0.7142857313156128,-0.3544776141643524,0.32158589363098145,0.7142857313156128,0.8764845728874207,-0.9987484216690063,0.9980019927024841,0.04587606837606838,4920,0.021025641025641025,19253,0.08227777777777778,27553,0.11774786324786325,32891,0.14055982905982906,34612,0.1479145299145299,38095,0.1627991452991453,30274,0.12937606837606838,22651,0.0967991452991453,18288,0.07815384615384616,5463,0.023346153846153846
