locate,symbol,market_category,issue_classification,dollar_volume_usd,shares_traded,trade_count,cross_messages,median_trade_price_usd,price_ok,median_dollar_volume,liquidity_rank_all_eligible,liquidity_rank,in_liquidity_decile,reason_code,proxy_status,reporting_only
4090,IIIN,Q,C,276739.67,14056,310,2,19.79,True,276739.67,1248,1243,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4091,IIIV,Q,C,641119.86,22173,357,2,28.95,True,641119.86,1041,1038,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4093,IIN,G,C,632712.815,34060,622,2,18.7,True,632712.815,1044,1041,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4096,IIVI,Q,C,16481084.065,412256,6100,2,39.93,True,16481084.065,209,209,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4104,IKNX,S,C,792.32,111,5,2,7.14,True,792.32,2267,2138,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4106,ILMN,Q,C,199033884.525,665503,13236,2,299.08,True,199033884.525,15,15,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4109,IMAC,S,C,10026.26,2425,17,2,4.15,True,10026.26,2042,1958,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4112,IMBI,S,C,10382.4896,24045,47,2,0.4399,False,10382.4896,2038,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4117,IMGN,Q,C,978635.99,434002,1679,2,2.25,True,978635.99,920,917,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4119,IMI,Q,C,177831.02,153272,38,2,1.165,True,177831.02,1373,1367,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4120,IMKTA,Q,C,380678.44,11957,302,2,31.87,True,380678.44,1181,1176,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4123,IMMR,Q,C,522152.55,66120,745,2,7.92,True,522152.55,1099,1095,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4124,IMMU,G,C,7058913.655,465243,4700,2,15.17,True,7058913.655,367,367,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4133,IMUX,S,C,335905.35,24886,207,2,13.6,True,335905.35,1207,1202,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4134,IMV,S,C,954.54,338,4,2,2.82,True,954.54,2260,2132,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4135,IMXI,S,C,411794.265,29728,430,2,13.85,True,411794.265,1162,1158,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4137,INAP,Q,C,131190.14,43924,450,2,3.0,True,131190.14,1447,1436,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4140,INBK,Q,C,147625.51,7037,137,2,21.0,True,147625.51,1415,1405,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4144,INCY,Q,C,39852077.35,473950,6563,2,84.11,True,39852077.35,99,99,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4146,INDB,Q,C,2571142.55,33057,825,2,77.92,True,2571142.55,636,634,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4151,INFI,Q,C,17398.575,11046,146,2,1.57,True,17398.575,1955,1893,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4152,INFN,Q,C,1779532.86,473502,1929,2,3.765,True,1779532.86,743,741,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4158,INGN,Q,C,5926410.26,95095,1764,2,62.56,True,5926410.26,404,404,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4161,INMB,S,C,26437.295,2907,21,2,9.15,True,26437.295,1864,1817,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4165,INNT,S,C,38331.77,35895,200,2,1.08,True,38331.77,1767,1735,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4166,INO,Q,C,196590.05,69815,675,2,2.825,True,196590.05,1336,1330,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4167,INOD,G,C,882.02,679,9,2,1.3,True,882.02,2264,2135,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4168,INOV,Q,C,1528082.095,100081,1077,2,15.26,True,1528082.095,796,794,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4169,INPX,S,C,20075.3076,55253,161,2,0.3619,False,20075.3076,1921,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4172,INSE,S,C,30459.92,4005,69,2,7.7,True,30459.92,1834,1791,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4173,INSG,Q,C,759962.005,145096,914,2,5.24,True,759962.005,997,994,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4175,INSM,Q,C,7099442.07,313439,4167,2,22.8,True,7099442.07,364,364,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4178,INSU,S,C,0.0,0,0,2,,False,0.0,2354,,False,NO_TRADES_ON_SAMPLE_DAY,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4184,INTC,Q,C,190297680.655,3665183,23379,2,51.95,True,190297680.655,16,16,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4186,INTG,S,C,13710.92,450,4,2,30.5,True,13710.92,1995,1923,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4187,INTL,Q,C,865590.68,21372,376,2,40.59,True,865590.68,950,947,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4189,INTU,Q,C,68909376.025,246122,5907,2,279.81,True,68909376.025,54,54,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4191,INVA,Q,C,2649412.015,223637,2141,2,11.85,True,2649412.015,627,625,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4192,INVE,S,C,8712.25,1787,12,2,4.98,True,8712.25,2067,1979,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4194,INWK,Q,C,115473.73,29229,330,2,3.97,True,115473.73,1486,1475,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4197,IONS,Q,C,14436608.04,221714,3628,2,65.21,True,14436608.04,227,227,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4200,IOSP,Q,C,2188934.095,23355,605,2,93.96,True,2188934.095,686,684,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4201,IOTS,S,C,191353.885,22717,323,2,8.45,True,191353.885,1348,1342,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4202,IOVA,G,C,6047248.49,247083,2835,2,24.6,True,6047248.49,400,400,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4205,IPAR,Q,C,1960685.415,27841,602,2,70.44,True,1960685.415,715,713,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4208,IPDN,S,C,1293.36,682,7,2,1.89,True,1293.36,2243,2121,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4212,IPGP,Q,C,46658510.555,339527,6535,2,137.03,True,46658510.555,87,87,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4214,IPHS,Q,C,696324.78,25464,368,2,27.35,True,696324.78,1012,1009,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4216,IPIC,S,C,14195.743,13880,73,2,1.06,True,14195.743,1989,1919,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4224,IPWR,S,C,14986.7655,40398,66,2,0.37,False,14986.7655,1976,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4236,IRBT,Q,C,17078103.35,230789,3526,2,74.19,True,17078103.35,203,203,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4238,IRDM,Q,C,6159223.33,234215,3082,2,26.36,True,6159223.33,393,393,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4241,IRIX,G,C,2081.06,582,8,2,3.56,True,2081.06,2216,2103,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4244,IRMD,S,C,3275619.575,139255,1609,2,24.0,True,3275619.575,569,568,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4245,IROQ,S,C,9365.83,439,3,2,21.65,True,9365.83,2055,1968,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4249,IRTC,Q,C,5858089.41,70840,1585,2,83.02,True,5858089.41,407,407,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4250,IRWD,Q,C,3877782.465,368327,3513,2,10.515,True,3877782.465,526,525,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4251,ISBC,Q,C,6674352.49,594278,2982,2,11.26,True,6674352.49,373,373,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4252,ISCA,Q,C,687523.06,15132,211,2,45.43,True,687523.06,1017,1014,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4258,ISEE,Q,C,14332.685,11751,127,2,1.22,True,14332.685,1988,1918,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4262,ISIG,S,C,2916.0,2916,3,2,1.0,True,2916.0,2184,2077,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4264,ISNS,S,C,3787.53,757,8,2,5.0,True,3787.53,2163,2059,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4267,ISRG,Q,C,75012565.35,141005,4068,2,533.13,True,75012565.35,50,50,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4268,ISRL,S,C,191232.14,1581,25,2,121.0,True,191232.14,1349,1343,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4269,ISSC,Q,C,7664.24,1368,25,2,5.61,True,7664.24,2085,1993,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4271,ISTR,G,C,41970.695,1724,40,2,24.35,True,41970.695,1738,1707,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4277,ITCI,Q,C,1580219.71,188262,1697,2,8.41,True,1580219.71,774,772,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4281,ITI,S,C,109507.995,20401,249,2,5.38,True,109507.995,1500,1489,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4282,ITIC,Q,C,68213.18,418,21,2,162.77,True,68213.18,1622,1601,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4287,ITRI,Q,C,3513691.755,56186,1232,2,62.51,True,3513691.755,552,551,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4298,IVAC,Q,C,127201.2,24563,259,2,5.18,True,127201.2,1459,1448,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4354,IZEA,S,C,31261.3746,73608,101,2,0.4295,False,31261.3746,1822,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4356,JACK,Q,C,7069648.04,96984,1876,2,72.88,True,7069648.04,366,366,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4359,JAGX,S,C,80257.08,46178,374,2,1.74,True,80257.08,1573,1555,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4360,JAKK,Q,C,1989.5437,2127,28,2,0.938,False,1989.5437,2220,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4362,JASN,S,C,16615.1163,34548,126,2,0.485,False,16615.1163,1962,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4366,JBHT,Q,C,20750512.07,203468,3354,2,102.12,True,20750512.07,172,172,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4369,JBLU,Q,C,15547845.625,801671,5119,2,19.41,True,15547845.625,217,217,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4372,JBSS,Q,C,1895420.53,21723,556,2,87.55,True,1895420.53,730,728,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4379,JCOM,Q,C,4905621.285,54729,1146,2,89.61,True,4905621.285,447,447,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4382,JCS,G,C,33199.39,9347,37,2,3.6,True,33199.39,1806,1768,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4383,JCTCF,S,C,15.6,2,1,2,7.8,True,15.6,2317,2182,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4437,JJSF,Q,C,17454537.22,95642,2103,2,183.0,True,17454537.22,194,194,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4445,JKHY,Q,C,14899093.595,107178,2906,2,138.86,True,14899093.595,222,222,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4468,JNCE,Q,C,84792.785,17595,246,2,4.84,True,84792.785,1561,1545,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4478,JOUT,Q,C,772822.495,11281,314,2,68.69,True,772822.495,989,986,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4517,JRSH,S,C,6998.0,1000,3,2,6.99,True,6998.0,2093,2000,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4518,JRVR,Q,C,1616708.22,33818,588,2,47.82,True,1616708.22,763,761,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4527,JVA,S,C,7128.74,1801,35,2,3.96,True,7128.74,2089,1996,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4533,JYNT,S,C,684345.99,36734,396,2,18.67,True,684345.99,1021,1018,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4536,KALA,Q,C,328500.045,56666,937,2,5.81,True,328500.045,1212,1207,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4538,KALU,Q,C,3549254.54,36979,950,2,95.97,True,3549254.54,550,549,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4539,KALV,G,C,843693.105,50938,714,2,16.6,True,843693.105,955,952,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4545,KBAL,Q,C,846868.56,47851,631,2,17.8,True,846868.56,954,951,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4548,KBLM,S,C,1048.0,100,1,2,10.48,True,1048.0,2251,2126,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4553,KBSF,S,C,0.0,0,0,2,,False,0.0,2355,,False,NO_TRADES_ON_SAMPLE_DAY,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4565,KE,Q,C,241158.16,14709,339,2,16.32,True,241158.16,1283,1278,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4567,KELYA,Q,C,1875515.27,67057,900,2,27.98,True,1875515.27,734,732,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4568,KELYB,Q,C,0.0,0,0,2,,False,0.0,2356,,False,NO_TRADES_ON_SAMPLE_DAY,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4574,KEQU,G,C,41268.24,2376,28,2,17.26,True,41268.24,1741,1710,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4575,KERN,S,C,43138.62,3711,50,2,11.6,True,43138.62,1730,1700,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4584,KFFB,G,C,0.0,0,0,2,,False,0.0,2357,,False,NO_TRADES_ON_SAMPLE_DAY,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4585,KFRC,Q,C,1084953.98,29997,548,2,36.22,True,1084953.98,887,884,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4590,KGJI,S,C,1986.8035,2885,11,2,0.6897,False,1986.8035,2221,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4592,KHC,Q,C,29237653.64,924265,7830,2,31.63,True,29237653.64,127,127,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4593,KIDS,G,C,655070.12,18502,318,2,35.6,True,655070.12,1034,1031,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4601,KIN,S,C,323930.215,47234,529,2,6.86,True,323930.215,1216,1211,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4602,KINS,S,C,80125.64,9404,131,2,8.55,True,80125.64,1575,1557,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4605,KIRK,Q,C,58347.66,35530,337,2,1.64,True,58347.66,1655,1630,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4610,KLAC,Q,C,26245277.63,187534,3325,2,140.01,True,26245277.63,140,140,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4612,KLDO,Q,C,35828.51,4762,71,2,7.54,True,35828.51,1780,1748,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4614,KLIC,Q,C,1293660.105,55607,909,2,23.27,True,1293660.105,838,836,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4615,KLXE,Q,C,1241581.645,79586,1029,2,15.63,True,1241581.645,853,851,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4621,KMPH,G,C,11450.98,8547,58,2,1.35,True,11450.98,2026,1947,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4627,KNDI,Q,C,126631.07,23399,283,2,5.42,True,126631.07,1460,1449,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4632,KNSA,Q,C,382206.91,33321,504,2,11.74,True,382206.91,1179,1174,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4633,KNSL,Q,C,2967192.435,32805,645,2,90.71,True,2967192.435,593,592,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4636,KOD,G,C,237957.57,18456,270,2,12.89,True,237957.57,1287,1282,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4643,KOOL,S,C,33112.8,11424,83,2,2.9,True,33112.8,1809,1770,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
4645,KOPN,Q,C,102544.055,86924,380,2,1.17,True,102544.055,1519,1507,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
