locate,symbol,market_category,issue_classification,dollar_volume_usd,shares_traded,trade_count,cross_messages,median_trade_price_usd,price_ok,median_dollar_volume,liquidity_rank_all_eligible,liquidity_rank,in_liquidity_decile,reason_code,proxy_status,reporting_only
4,AABA,Q,C,35481732.83,501776,4636,2,70.7,True,35481732.83,111,111,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7,AAL,Q,C,41574158.005,1358865,11900,2,30.645,True,41574158.005,95,95,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
9,AAME,G,C,963.05,407,4,2,2.36,True,963.05,2258,2131,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
11,AAOI,G,C,949231.165,101437,993,2,9.435,True,949231.165,927,924,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
12,AAON,Q,C,2083038.815,40693,813,2,51.46,True,2083038.815,703,701,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
14,AAPL,Q,C,1523635898.25,7228848,76474,2,208.92,True,1523635898.25,0,0,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
17,AAWW,Q,C,2899535.475,62713,1122,2,46.535,True,2899535.475,604,603,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
19,AAXN,Q,C,10216099.475,148460,2328,2,69.27,True,10216099.475,285,285,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
24,ABCB,Q,C,4210063.275,106119,1714,2,39.77,True,4210063.275,498,498,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
25,ABDC,Q,C,20795.78,2505,21,2,8.31,True,20795.78,1912,1858,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
26,ABEO,S,C,385519.595,129422,837,2,2.985,True,385519.595,1175,1170,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
31,ABIO,S,C,114450.82,17268,166,2,6.6,True,114450.82,1488,1477,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
33,ABMD,Q,C,33725265.945,121538,3241,2,277.85,True,33725265.945,112,112,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
39,ABTX,G,C,955851.68,28315,483,2,33.76,True,955851.68,925,922,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
40,ABUS,Q,C,60915.22,33453,392,2,1.87,True,60915.22,1647,1623,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
43,ACAD,Q,C,8941446.09,361124,4389,2,24.78,True,8941446.09,312,312,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
44,ACAM,S,C,0.0,0,0,2,,False,0.0,2329,,False,NO_TRADES_ON_SAMPLE_DAY,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
48,ACBI,Q,C,1317973.33,71733,811,2,18.37,True,1317973.33,835,833,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
51,ACER,S,C,153309.15,56281,508,2,2.69,True,153309.15,1409,1400,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
53,ACGL,Q,C,28416971.74,718123,7375,2,39.6,True,28416971.74,132,132,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
57,ACHC,Q,C,11288015.11,348774,4080,2,32.46,True,11288015.11,268,268,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
58,ACHN,Q,C,2669567.4,594209,3098,2,4.51,True,2669567.4,625,624,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
59,ACHV,S,C,5173.4,2793,22,2,1.85,True,5173.4,2125,2025,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
60,ACIA,Q,C,11919643.345,180372,2335,2,66.17,True,11919643.345,260,260,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
63,ACIU,G,C,285222.91,50971,631,2,5.61,True,285222.91,1242,1237,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
64,ACIW,Q,C,6535486.17,193043,2511,2,33.86,True,6535486.17,378,378,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
65,ACLS,Q,C,1032206.38,63859,862,2,16.2,True,1032206.38,904,901,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
67,ACMR,G,C,224365.61,12709,213,2,17.65,True,224365.61,1300,1295,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
69,ACNB,S,C,22870.63,614,17,2,37.26,True,22870.63,1892,1839,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
70,ACOR,Q,C,820141.785,118550,1531,2,6.95,True,820141.785,966,963,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
73,ACRS,Q,C,385108.295,210395,872,3,1.73,True,385108.295,1177,1172,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
74,ACRX,G,C,575360.135,219763,885,2,2.65,True,575360.135,1071,1067,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
77,ACST,S,C,4192398.99,1491987,2472,2,2.85,True,4192398.99,499,499,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
79,ACTG,Q,C,50196.43,17828,250,2,2.82,True,50196.43,1691,1663,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
91,ADBE,Q,C,215781672.935,709371,14631,2,303.99,True,215781672.935,13,13,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
93,ADES,G,C,224080.62,17287,297,2,12.97,True,224080.62,1301,1296,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
94,ADI,Q,C,47384259.385,391992,6800,2,120.96,True,47384259.385,85,85,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
95,ADIL,S,C,5549.09,3047,18,2,1.81,True,5549.09,2119,2019,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
98,ADMA,S,C,273457.65,76037,624,2,3.61,True,273457.65,1256,1251,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
99,ADMP,S,C,79425.155,67479,188,2,1.18,True,79425.155,1583,1565,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
100,ADMS,G,C,273765.92,44952,603,2,6.08,True,273765.92,1255,1250,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
102,ADOM,S,C,29499.1641,130979,157,2,0.227,False,29499.1641,1845,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
103,ADP,Q,C,85522867.05,515545,8510,2,165.92,True,85522867.05,41,41,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
104,ADPT,Q,C,2376509.665,63948,679,2,37.15,True,2376509.665,654,652,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
108,ADRO,Q,C,71318.115,51992,637,2,1.39,True,71318.115,1607,1587,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
111,ADSK,Q,C,50878100.865,315907,5920,2,161.04,True,50878100.865,76,76,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
114,ADTN,Q,C,1206806.31,106290,1207,2,11.36,True,1206806.31,863,861,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
115,ADUS,Q,C,1954139.815,23955,520,2,81.9,True,1954139.815,718,716,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
116,ADVM,G,C,2167940.58,157228,2246,2,13.74,True,2167940.58,687,685,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
118,ADXS,Q,C,32986.9414,59729,264,2,0.551,False,32986.9414,1810,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
124,AEGN,Q,C,690743.75,36562,707,2,19.0,True,690743.75,1014,1011,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
126,AEHR,S,C,29558.35,21093,69,2,1.405,True,29558.35,1844,1799,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
127,AEIS,Q,C,3513039.76,59373,1316,2,59.11,True,3513039.76,553,552,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
130,AEMD,S,C,9929.5332,42723,58,2,0.24,False,9929.5332,2045,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
135,AERI,G,C,2927928.065,133103,1818,2,22.02,True,2927928.065,600,599,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
137,AEY,G,C,1035.03,590,8,2,1.74,True,1035.03,2252,2127,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
138,AEYE,S,C,22137.525,3537,47,2,6.26,True,22137.525,1901,1848,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
139,AEZS,S,C,25549.705,10152,77,2,2.52,True,25549.705,1871,1823,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
150,AFIN,Q,C,1279106.895,110303,936,2,11.6,True,1279106.895,841,839,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
154,AFMD,G,C,184417.595,62909,588,2,2.925,True,184417.595,1362,1356,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
157,AFYA,Q,C,2333887.06,83084,573,2,28.0,True,2333887.06,660,658,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
166,AGEN,S,C,242063.56,98728,496,2,2.45,True,242063.56,1281,1276,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
167,AGFS,Q,C,22418.225,14668,166,2,1.53,True,22418.225,1898,1845,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
174,AGIO,Q,C,6176405.695,130809,2355,2,47.45,True,6176405.695,390,390,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
175,AGLE,G,C,415997.36,46886,737,2,8.93,True,415997.36,1157,1153,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
183,AGNC,Q,C,12075860.625,698410,2374,2,17.29,True,12075860.625,258,258,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
195,AGRX,S,C,30811.585,25016,55,2,1.22,True,30811.585,1828,1785,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
198,AGTC,G,C,20284.35,5098,82,2,3.98,True,20284.35,1918,1864,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
200,AGYS,Q,C,758453.435,31656,806,2,24.1,True,758453.435,998,995,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
208,AHPI,S,C,6869.29,3995,11,2,1.7,True,6869.29,2095,2002,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
225,AIHS,S,C,33244.23,24733,182,2,1.32,True,33244.23,1805,1767,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
227,AIMC,Q,C,4134305.49,145236,1874,2,28.56,True,4134305.49,506,506,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
228,AIMT,Q,C,2381635.045,121891,1869,2,19.66,True,2381635.045,651,649,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
231,AINV,Q,C,1507338.855,91592,817,2,16.47,True,1507338.855,801,799,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
234,AIRG,S,C,182954.37,13982,283,2,13.24,True,182954.37,1364,1358,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
237,AIRT,G,C,3340.27,182,7,2,18.35,True,3340.27,2171,2066,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
250,AKAM,Q,C,41148410.63,490209,6423,2,83.97,True,41148410.63,96,96,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
251,AKBA,G,C,1081628.96,254964,1795,2,4.255,True,1081628.96,889,886,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
252,AKCA,Q,C,1203067.94,54141,1005,2,22.29,True,1203067.94,864,862,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
253,AKER,S,C,3047.2095,7390,18,2,0.415,False,3047.2095,2180,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
258,AKRO,Q,C,186158.44,7747,230,2,24.05,True,186158.44,1357,1351,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
259,AKRX,Q,C,1409629.72,383523,2519,2,3.69,True,1409629.72,820,818,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
261,AKTS,S,C,479381.77,81476,720,2,5.89,True,479381.77,1122,1118,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
270,ALBO,S,C,191808.42,6938,217,2,27.83,True,191808.42,1346,1340,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
272,ALCO,Q,C,38066.24,1192,43,2,31.89,True,38066.24,1769,1737,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
273,ALDR,G,C,1424211.67,137623,1932,2,10.35,True,1424211.67,817,815,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
274,ALDX,S,C,145967.555,27011,351,2,5.4,True,145967.555,1420,1410,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
276,ALEC,Q,C,1409994.94,65026,777,2,21.65,True,1409994.94,819,817,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
280,ALGN,Q,C,120385794.68,596592,9110,2,202.23,True,120385794.68,27,27,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
281,ALGR,S,C,0.0,0,0,2,,False,0.0,2330,,False,NO_TRADES_ON_SAMPLE_DAY,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
285,ALGT,Q,C,7215673.585,47749,1009,2,151.13,True,7215673.585,362,362,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
286,ALIM,G,C,199344.9606,299302,1256,2,0.64,False,199344.9606,1330,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
287,ALJJ,G,C,560.4,308,5,2,1.82,True,560.4,2276,2146,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
298,ALLK,Q,C,2196063.815,63485,1129,2,34.71,True,2196063.815,684,682,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
299,ALLO,Q,C,3634228.8,120161,1494,2,30.29,True,3634228.8,545,544,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
303,ALNA,Q,C,68045.735,15688,215,2,4.34,True,68045.735,1623,1602,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
304,ALNY,Q,C,9432854.92,121937,2347,2,77.46,True,9432854.92,299,299,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
306,ALOT,G,C,169146.53,7047,129,2,24.0,True,169146.53,1382,1376,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
308,ALPN,G,C,8795.71,2012,15,2,4.41,True,8795.71,2065,1977,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
309,ALRM,Q,C,8055529.74,160614,2633,2,50.325,True,8055529.74,333,333,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
310,ALRN,G,C,14977.6028,28890,54,2,0.5145,False,14977.6028,1977,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
311,ALSK,Q,C,27517.58,14490,110,2,1.9,True,27517.58,1857,1810,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
313,ALT,G,C,54654.39,22953,209,2,2.39,True,54654.39,1667,1640,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
314,ALTM,G,C,576036.925,175269,873,2,3.28,True,576036.925,1069,1065,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
315,ALTR,Q,C,2089141.19,49126,991,2,42.56,True,2089141.19,700,698,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
320,ALXN,Q,C,89569570.57,785356,11669,2,114.38,True,89569570.57,37,37,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
321,ALYA,S,C,19035.98,6349,28,2,3.0,True,19035.98,1934,1876,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
323,AMAG,Q,C,1574875.595,185889,1940,2,8.48,True,1574875.595,778,776,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
324,AMAL,G,C,197461.56,11525,233,2,17.12,True,197461.56,1332,1326,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
325,AMAT,Q,C,57889668.71,1141529,10470,2,50.76,True,57889668.71,69,69,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
327,AMBC,Q,C,1082531.475,60007,767,2,18.09,True,1082531.475,888,885,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
332,AMCI,S,C,0.0,0,0,2,,False,0.0,2331,,False,NO_TRADES_ON_SAMPLE_DAY,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
336,AMCX,Q,C,19720441.92,364534,4527,2,54.03,True,19720441.92,180,180,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
337,AMD,Q,C,473482546.465,14277997,54868,2,33.32,True,473482546.465,5,5,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
339,AMED,Q,C,17727150.325,129858,3079,2,136.3,True,17727150.325,190,190,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
340,AMEH,S,C,114885.27,7485,114,2,15.36,True,114885.27,1487,1476,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
342,AMGN,Q,C,97369134.715,552505,8334,2,176.03,True,97369134.715,34,34,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
352,AMKR,Q,C,8223785.245,878830,4690,2,9.3,True,8223785.245,326,326,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
355,AMNB,Q,C,114363.1,3109,83,2,36.77,True,114363.1,1490,1479,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
357,AMOT,G,C,285832.99,7180,163,2,39.83,True,285832.99,1240,1235,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
